batch,line,ident,type,detail
round1,25,103224,exact_group_recomputed,ex_632b4c31->ex_191e8a87af18ffb1
round1,26,100466,exact_group_recomputed,ex_f55cc876->ex_d0277334de5e75d5
round1,27,103190,exact_group_recomputed,ex_1f0c3fad->ex_20af6c96360e48f3
round1,28,104315,exact_group_recomputed,ex_bbdcdced->ex_a486187dad8da839
round1,29,100567,exact_group_recomputed,ex_97dae638->ex_93ddc580ab9181d3
round1,30,100028,exact_group_recomputed,ex_24fb982b->ex_3ce467097841dfa5
round1,31,102638,exact_group_recomputed,ex_1e341a47->ex_dd80349337cdc091
round1,32,104314,exact_group_recomputed,ex_e3d66a74->ex_d49d4c9c38444d4b
round1,33,106002,exact_group_recomputed,ex_f17303ee->ex_6c985754ba9064e6
round1,34,101248,exact_group_recomputed,ex_f98d30fb->ex_7c14f99807dd67ca
round1,35,103099,exact_group_recomputed,ex_ee976507->ex_4483165e07f3ed8b
round1,36,103607,exact_group_recomputed,ex_aed28728->ex_26ad341363c72bab
round1,37,104738,exact_group_recomputed,ex_5523eaf4->ex_e9720a97352f0f05
round1,38,101469,exact_group_recomputed,ex_f651e091->ex_97cab84ad3e5dd7c
round1,39,105506,exact_group_recomputed,ex_aca9b61c->ex_eb75153e42e43dbd
round1,40,104665,exact_group_recomputed,ex_37f09ec5->ex_ecee5ed04a7c67a5
round1,41,104513,exact_group_recomputed,ex_ac193b9e->ex_d910bc920406a7c9
round1,42,100733,exact_group_recomputed,ex_b6a55b32->ex_7f9d597d26791fcb
round1,43,101045,exact_group_recomputed,ex_e4a2b2b7->ex_474039b3a8c9d8a0
round1,44,104046,exact_group_recomputed,ex_ef6061e8->ex_767324aa4155014b
round1,45,100705,exact_group_recomputed,ex_1787d754->ex_05f3fd20b08eda29
round1,46,105616,exact_group_recomputed,ex_5b21098c->ex_e1ad166544fb9f14
round1,47,100164,exact_group_recomputed,ex_b0a711af->ex_d8c4853b925dbf1f
round1,48,101134,exact_group_recomputed,ex_2d3223af->ex_9c682a96a9e62c16
round1,49,100117,exact_group_recomputed,ex_c051f34b->ex_7829177b62ce1702
round1,50,100730,exact_group_recomputed,ex_1b4582dd->ex_ca50cf77a9704fa8
round1,51,105254,exact_group_recomputed,ex_4f16377f->ex_186678a6c6971c9d
round1,52,105073,exact_group_recomputed,ex_80aa317c->ex_3e9c2291411e9e78
round1,53,102663,exact_group_recomputed,ex_ebfb2ad3->ex_bbbb107b6ce76e6b
round1,54,103911,exact_group_recomputed,ex_cdeaa7df->ex_57abc603516c3d0b
round1,55,103782,exact_group_recomputed,ex_af8b3233->ex_1c718847ab0d0ca9
round1,56,100557,exact_group_recomputed,ex_25dd42f0->ex_8cfb86017d5bee64
round1,57,100921,exact_group_recomputed,ex_56154a8d->ex_15a24ccca70007cd
round1,58,104446,exact_group_recomputed,ex_77d3dcd5->ex_8c2feffc3d60738e
round1,59,102948,exact_group_recomputed,ex_b4090126->ex_40852a4e61f0689a
round1,60,103301,exact_group_recomputed,ex_e86b2331->ex_395d9ee5e88e3882
round1,61,102918,exact_group_recomputed,ex_371dbf08->ex_0330b886784b00c5
round1,62,102156,exact_group_recomputed,ex_5e82cdff->ex_9857a80849037045
round1,63,100875,exact_group_recomputed,ex_3ec942bd->ex_4714a7c12d225319
round1,64,105797,exact_group_recomputed,ex_3e9ac4ac->ex_05fbd01ac69ecdb0
round1,65,102576,exact_group_recomputed,ex_e05c37a8->ex_0a3a51835edb3c79
round1,66,103596,exact_group_recomputed,ex_161e416b->ex_7a3ee61443637344
round1,67,102689,exact_group_recomputed,ex_7edd36ce->ex_54b5a6eb92300c39
round1,68,100040,exact_group_recomputed,ex_7224d4c1->ex_12e5986bea8de00c
round1,69,104294,exact_group_recomputed,ex_8a8e8fe9->ex_8c23fd32605ec02b
round1,70,105348,exact_group_recomputed,ex_a095266a->ex_bcd310b59f7af8a7
round1,71,106140,exact_group_recomputed,ex_324ec112->ex_f945574c1e34f0f2
round1,72,103986,exact_group_recomputed,ex_429ad5a1->ex_ba083a2a477e207e
round1,73,104166,exact_group_recomputed,ex_ddb72757->ex_dd92203e1d9c077f
round1,74,103220,exact_group_recomputed,ex_103b34ae->ex_889f7da1ce71d909
round1,75,105954,exact_group_recomputed,ex_a4dc651c->ex_a394bd32ffadd256
round1,76,104427,exact_group_recomputed,ex_567034cc->ex_ab7a7b4eb2569893
round1,77,105063,exact_group_recomputed,ex_c1205bf0->ex_507b3b9ed9261279
round1,78,103215,exact_group_recomputed,ex_44bba3a2->ex_643039366dd3a5c3
round1,79,102660,exact_group_recomputed,ex_0f91309a->ex_2882d28be8ca8e83
round1,80,105932,exact_group_recomputed,ex_3d71bf41->ex_ff6bd99fae9df8fd
round1,81,100987,exact_group_recomputed,ex_37e4fe32->ex_e68dec878df9a40a
round1,82,104723,exact_group_recomputed,ex_f6a112c9->ex_2b5c1b1edddd526d
round1,83,105375,exact_group_recomputed,ex_5283b850->ex_4257a8396abb3075
round1,84,105211,exact_group_recomputed,ex_4f30c93a->ex_e5eb98039ddaeedd
round1,85,100413,exact_group_recomputed,ex_9e138732->ex_ee2c7dc95a8076b4
round1,86,101488,exact_group_recomputed,ex_08445a50->ex_6569b34080d0c85b
round1,87,101756,exact_group_recomputed,ex_4195acbc->ex_a2959c7a787f64f4
round1,88,100226,exact_group_recomputed,ex_3e63621d->ex_4e2e5bcc832b9ba6
round1,89,102713,exact_group_recomputed,ex_7f083c0f->ex_ce9dcbb994dce358
round1,90,105307,exact_group_recomputed,ex_1ecfa0e5->ex_91f6f4b9a085a138
round1,91,105439,exact_group_recomputed,ex_0be5a108->ex_69e563314498e7c4
round1,92,102640,exact_group_recomputed,ex_c040b56d->ex_63916159ad655348
round1,93,102383,exact_group_recomputed,ex_8c005ff1->ex_53d78b2fb8b88885
round1,94,102798,exact_group_recomputed,ex_01e357bd->ex_8da9eb5cf379455d
round1,95,105659,exact_group_recomputed,ex_3cd58041->ex_b159f5b3ce3f75de
round1,96,106136,exact_group_recomputed,ex_cb8196cb->ex_f6bee93d4585b2d9
round1,97,105923,exact_group_recomputed,ex_8b6f7c7e->ex_a69e85de70dbd233
round1,98,100092,exact_group_recomputed,ex_31f588ad->ex_8bd0e8d44c76b95b
round1,99,102098,exact_group_recomputed,ex_16ad85f7->ex_255e5b15ec6edae3
round1,100,105019,exact_group_recomputed,ex_47e20537->ex_e8294c941a7098b9
round1,101,104063,exact_group_recomputed,ex_bcf6fbd7->ex_443ac0e3e401e7e6
round1,102,104308,exact_group_recomputed,ex_97e4412f->ex_1637dc516dac44f9
round1,103,104443,exact_group_recomputed,ex_4e28ccc9->ex_5315bfd74dcce2c0
round1,104,100891,exact_group_recomputed,ex_254f8405->ex_74d8576312339aa8
round1,105,103442,exact_group_recomputed,ex_6447ba9e->ex_078bd768df80afd1
round1,106,101364,exact_group_recomputed,ex_28b13ae9->ex_0fc306a647d417ee
round1,107,100967,exact_group_recomputed,ex_22c3a33d->ex_03f6263a8c57861d
round1,108,101795,exact_group_recomputed,ex_acb74398->ex_f31a19865cd8b018
round1,109,100203,exact_group_recomputed,ex_f92a9dd0->ex_d46b23de25feebe1
round1,110,105999,exact_group_recomputed,ex_a1e4944a->ex_e272ad7bf0a6ee95
round1,111,103206,exact_group_recomputed,ex_3e1760d0->ex_42827f9f73caa1dd
round1,112,105208,exact_group_recomputed,ex_03cab91c->ex_e02b4c676f7ad935
round1,113,104515,exact_group_recomputed,ex_768acd83->ex_5618f561b65c7efe
round1,114,105001,exact_group_recomputed,ex_77301dcd->ex_e24e85140b5e0a51
round1,115,102330,exact_group_recomputed,ex_ac66d243->ex_59f6415b9363f128
round1,116,105308,exact_group_recomputed,ex_05025ba5->ex_0680bb55af060640
round1,117,106026,exact_group_recomputed,ex_b79e5b2d->ex_751abd2e04026b69
round1,118,101373,exact_group_recomputed,ex_cc68f842->ex_d3b0d0a7f9e6b190
round1,119,104659,exact_group_recomputed,ex_86b37e7d->ex_f383e2b744f58c3b
round1,120,103323,exact_group_recomputed,ex_c356ccb5->ex_ba8b38dbc8c3e6e8
round1,121,102461,exact_group_recomputed,ex_186979d1->ex_c020c80a7afdf43d
round1,122,104499,exact_group_recomputed,ex_d81f1901->ex_550279fb2424b0e3
round1,123,101241,exact_group_recomputed,ex_9cd01ac9->ex_b7dbe1d6702343d3
round1,124,104183,exact_group_recomputed,ex_621df4eb->ex_405ba739a2e19602
round1,125,100073,exact_group_recomputed,ex_ca6a16cb->ex_20e423ac604cf5f8
round1,126,105148,exact_group_recomputed,ex_0d525873->ex_a251871728f78eb2
round1,127,100417,exact_group_recomputed,ex_4e6027a8->ex_d68a617198214262
round1,128,105414,exact_group_recomputed,ex_f0e205bc->ex_174e57a22414f5f2
round1,129,103863,exact_group_recomputed,ex_34658996->ex_79d88c64610049d4
round1,130,104471,exact_group_recomputed,ex_3715b388->ex_f7791213adace95e
round1,131,105549,exact_group_recomputed,ex_95fdcac9->ex_0af6f8c8ea8d670b
round1,132,101215,exact_group_recomputed,ex_bfa86f15->ex_6d99c8dff0ad0eee
round1,133,103346,exact_group_recomputed,ex_8cdabe79->ex_b3067faf074a6416
round1,134,101498,exact_group_recomputed,ex_cc67959f->ex_107ba72d0fd65b0f
round1,135,102169,exact_group_recomputed,ex_eb58bfbf->ex_20cff42e586cf876
round1,136,101561,exact_group_recomputed,ex_cae21262->ex_ab7194fd9d27d5a9
round1,137,104450,exact_group_recomputed,ex_acad2c80->ex_9449d5e253ee498d
round1,138,103420,exact_group_recomputed,ex_02b80710->ex_ee3655a40e530cc4
round1,139,100333,exact_group_recomputed,ex_233c1520->ex_f4b0c894165dba04
round1,140,104291,exact_group_recomputed,ex_a1b3e17c->ex_b59e09ea73999f10
round1,141,101427,exact_group_recomputed,ex_beb99684->ex_5be424d7fc5c32c8
round1,142,105480,exact_group_recomputed,ex_4d43862b->ex_1e58cf7ecee7a947
round1,143,102999,exact_group_recomputed,ex_3d968055->ex_f1cb0be8245dc8d4
round1,144,104889,exact_group_recomputed,ex_ae9eef11->ex_2b2f69bdfbf9065c
round1,145,102593,exact_group_recomputed,ex_dc46834b->ex_97de2c44720794d9
round1,146,101575,exact_group_recomputed,ex_f28fe044->ex_72715b9fe6f831ca
round1,147,100344,exact_group_recomputed,ex_6ce61d35->ex_9138eb392410af8e
round1,148,101516,exact_group_recomputed,ex_ad283330->ex_8c58e1d7cfeec0d1
round1,149,104357,exact_group_recomputed,ex_05449649->ex_41f6143b97b74b3b
round1,150,100266,exact_group_recomputed,ex_ea9617eb->ex_19887f7f24ae9cac
round1,151,100286,exact_group_recomputed,ex_c7b05bb1->ex_e3a3bd282dd85946
round1,152,105590,exact_group_recomputed,ex_6550760f->ex_882d37f4c3f5f081
round1,153,105518,exact_group_recomputed,ex_137d0d7e->ex_338810042cdd3a7a
round1,154,103038,exact_group_recomputed,ex_9cf54dd9->ex_1fac8a1c851df760
round1,155,102375,exact_group_recomputed,ex_532443e5->ex_ff27026c81ab0959
round1,156,103708,exact_group_recomputed,ex_e25464cd->ex_027c7f4bd15ecd05
round1,157,103505,exact_group_recomputed,ex_e54ed09a->ex_fe7b887437f2a70a
round1,158,104724,exact_group_recomputed,ex_1726492d->ex_9c89dd0f1249eb93
round1,159,105276,exact_group_recomputed,ex_1bca859d->ex_bd631916c4712e54
round1,160,105402,exact_group_recomputed,ex_c923464e->ex_2377574faf6182af
round1,161,100915,exact_group_recomputed,ex_3bd6b212->ex_6a61ad13e9078f40
round1,162,102908,exact_group_recomputed,ex_5cd88523->ex_65b8591f39aa2e93
round1,163,103461,exact_group_recomputed,ex_48ae8f8a->ex_1a06fcd292495cdc
round1,164,100150,exact_group_recomputed,ex_7d0852aa->ex_33f715810ac2522c
round1,165,101217,exact_group_recomputed,ex_ae0b7b29->ex_13aa6a911ae41114
round1,166,100759,exact_group_recomputed,ex_74d31960->ex_2483b15d84c5886c
round1,167,100652,exact_group_recomputed,ex_35f47bf8->ex_d38903704b6715c6
round1,168,100440,exact_group_recomputed,ex_95623d99->ex_1c3defd4a5d44220
round1,169,100646,exact_group_recomputed,ex_f1f17199->ex_02c327a56d7c40c3
round1,170,100820,exact_group_recomputed,ex_ea9a8d56->ex_5b594e47d0ad2e1f
round1,171,103100,exact_group_recomputed,ex_55344d14->ex_6b8a19adbda94305
round1,172,101337,exact_group_recomputed,ex_d87e5dbe->ex_7725f828316e29cc
round1,173,104115,exact_group_recomputed,ex_e7db889b->ex_581e6781d5189b9d
round1,174,105639,exact_group_recomputed,ex_1543c5ea->ex_6cf2d4f809afb8dd
round1,175,105075,exact_group_recomputed,ex_c0761a0f->ex_1b38b54cd847b65a
round1,176,106013,exact_group_recomputed,ex_0a4775e2->ex_5e36ecb0c3ca6981
round1,177,100811,exact_group_recomputed,ex_0ca87045->ex_096436202badf65b
round1,178,102536,exact_group_recomputed,ex_372dfd10->ex_eb2728505bf12ee4
round1,179,102029,exact_group_recomputed,ex_a9abe19b->ex_51cd9ace9fa7ff6b
round1,180,105983,exact_group_recomputed,ex_eabe5616->ex_b75c580f2da3b1d7
round1,181,103238,exact_group_recomputed,ex_5844a0f0->ex_09907e83fda89164
round1,182,105004,exact_group_recomputed,ex_733dc60f->ex_f09ab6ae8494fc5b
round1,183,105966,exact_group_recomputed,ex_e4b30171->ex_007d1d961dde0948
round1,184,105177,exact_group_recomputed,ex_3e2b2fe9->ex_a3242641280e89e0
round1,185,103315,exact_group_recomputed,ex_c48c2d2b->ex_22914ce845e012da
round1,186,100260,exact_group_recomputed,ex_01027228->ex_b948b1dc84682eb4
round1,187,105142,exact_group_recomputed,ex_e9c1ed7c->ex_71d74ed945817d93
round1,188,105724,exact_group_recomputed,ex_5a735549->ex_67d9b880a4802bde
round1,189,102079,exact_group_recomputed,ex_757f347f->ex_6a3349e46de7a96e
round1,190,103948,exact_group_recomputed,ex_7e69cd3a->ex_84e85ce6de398334
round1,191,103817,exact_group_recomputed,ex_821d8175->ex_4f280097837e7cdb
round1,192,100736,exact_group_recomputed,ex_1671afc7->ex_b9e17ba05f0ed291
round1,193,101986,exact_group_recomputed,ex_e1aaae51->ex_119d3fec787e134f
round1,194,102958,exact_group_recomputed,ex_f62edc01->ex_b7962af6c372ccba
round1,195,103144,exact_group_recomputed,ex_812a4cbd->ex_e2ef8ba4d2b4d08c
round1,196,101904,exact_group_recomputed,ex_fa35a353->ex_000b84edfb29c00c
round1,197,102581,exact_group_recomputed,ex_d489e0d5->ex_b366f4b53e505694
round1,198,101930,exact_group_recomputed,ex_f1f790ac->ex_bc0c091377600ef9
round1,199,102286,exact_group_recomputed,ex_acb5b289->ex_1cb4ec4e1a2eb4da
round1,200,103822,exact_group_recomputed,ex_6ff68d5e->ex_a048784e3acfe3cd
round1,201,103105,exact_group_recomputed,ex_637275ef->ex_1f2cc20accc100cc
round1,202,100179,exact_group_recomputed,ex_9ff38620->ex_fd75ddb1c94a65a9
round1,203,100264,exact_group_recomputed,ex_941e6a59->ex_411fd8f4f851ff76
round1,204,100293,exact_group_recomputed,ex_87ad66cb->ex_3119b131bc8dafe0
round1,205,105529,exact_group_recomputed,ex_e030b93d->ex_8233f4baff8fb8a9
round1,206,104952,exact_group_recomputed,ex_0e53932c->ex_1d18b8035cbcecab
round1,207,104595,exact_group_recomputed,ex_97823d8d->ex_f6f6413b99ed8df3
round1,208,105498,exact_group_recomputed,ex_a9b28efd->ex_7097ee9bcd658d90
round1,209,100014,exact_group_recomputed,ex_a7d049a8->ex_cf9dcf19a31b7893
round1,210,106101,exact_group_recomputed,ex_0abf40e1->ex_765788247eb466b8
round1,211,102401,exact_group_recomputed,ex_36ea95a8->ex_f21ca00b4d00bfc2
round1,212,105467,exact_group_recomputed,ex_97d02fe0->ex_7d998c4162fd2728
round1,213,103126,exact_group_recomputed,ex_fc99d795->ex_de8eb2c2fca1b0a9
round1,214,102172,exact_group_recomputed,ex_2584daa6->ex_041544e861cd226d
round1,215,105843,exact_group_recomputed,ex_38d376a2->ex_81815c6df1887aa7
round1,216,101474,exact_group_recomputed,ex_3aa1e45c->ex_1e5c6d1130311b44
round1,217,105796,exact_group_recomputed,ex_b24885c3->ex_af103189971b2f21
round1,218,103056,exact_group_recomputed,ex_f0ab8c95->ex_71ba8d1abbb9e658
round1,219,101243,exact_group_recomputed,ex_be0d30d3->ex_c487be4bae5ec5d1
round1,220,105928,exact_group_recomputed,ex_73ed5150->ex_5f1c27232c3bd9f2
round1,221,105503,exact_group_recomputed,ex_750b64c8->ex_6373ca33d96e39f9
round1,222,103397,exact_group_recomputed,ex_1f9bb537->ex_ef56db315b61a4b2
round1,223,104484,exact_group_recomputed,ex_7bd99fe5->ex_2a5cd72788e3cbb9
round1,224,102185,exact_group_recomputed,ex_0f74b427->ex_9b25ae3471352274
round1,225,100031,exact_group_recomputed,ex_1fa788de->ex_2fdd2ad7fca18d21
round1,226,103930,exact_group_recomputed,ex_0debcc2d->ex_568ca2f7bc38d180
round1,227,101087,exact_group_recomputed,ex_584c6942->ex_879ed33ccbd109bc
round1,228,100490,exact_group_recomputed,ex_7b0a60fb->ex_6d4aa1b16e79259c
round1,229,101440,exact_group_recomputed,ex_7fa37767->ex_0527bc726c97ab03
round1,230,102539,exact_group_recomputed,ex_2985d9a7->ex_f92c64f2f30c670e
round1,231,105866,exact_group_recomputed,ex_9129ca32->ex_87cf8fec0dc8396a
round1,232,101842,exact_group_recomputed,ex_8cb15829->ex_e3bfcfe0f152d727
round1,233,103542,exact_group_recomputed,ex_41f8dc97->ex_397b10392326a3a7
round1,234,101220,exact_group_recomputed,ex_3b798999->ex_78986bd7ac134e79
round1,235,102296,exact_group_recomputed,ex_8e6a0ba7->ex_2f6187bf88474b40
round1,236,101880,exact_group_recomputed,ex_2fcb6a2b->ex_60bfc853222f2145
round1,237,100337,exact_group_recomputed,ex_5ca7105e->ex_150fc8d90cb91de4
round1,238,101690,exact_group_recomputed,ex_18a9df6f->ex_5acc94e81c4e2ba4
round1,239,102301,exact_group_recomputed,ex_441219a3->ex_52f8a6b89ca5a7ce
round1,240,101535,exact_group_recomputed,ex_4f9f7d8f->ex_2fa129aa1e205062
round1,241,104898,exact_group_recomputed,ex_c0dd0ce7->ex_53686b679ac159a8
round1,242,103113,exact_group_recomputed,ex_992848bb->ex_8f03d486280c33be
round1,243,105330,exact_group_recomputed,ex_7016fed2->ex_de24444ace729004
round1,244,102980,exact_group_recomputed,ex_026b0161->ex_66c76cb5ae7ccd98
round1,245,102865,exact_group_recomputed,ex_52c03f21->ex_a055e629e2de8a4b
round1,246,100924,exact_group_recomputed,ex_97f8d10a->ex_2fbb6a9c607c9f27
round1,247,105473,exact_group_recomputed,ex_fb16aa5d->ex_647651715114ad05
round1,248,100589,exact_group_recomputed,ex_be9b97a2->ex_11192ff75c39581b
round1,249,100459,exact_group_recomputed,ex_ad0efae2->ex_a75c04791932ae3a
round1,250,105692,exact_group_recomputed,ex_51b0185e->ex_aa9027118ecc4e2d
round1,251,101355,exact_group_recomputed,ex_9a43a27c->ex_a9bb8373373b680d
round1,252,101683,exact_group_recomputed,ex_32f9d704->ex_ca16ee3d8f36837a
round1,253,101924,exact_group_recomputed,ex_4517ec2f->ex_346896195acc9136
round1,254,104730,exact_group_recomputed,ex_66f6bdbd->ex_a96ec83b68136693
round1,255,104807,exact_group_recomputed,ex_219441fb->ex_ff2a6a4d06a43f71
round1,256,101401,exact_group_recomputed,ex_e294a9f7->ex_e63759cb10bb8496
round1,257,100077,exact_group_recomputed,ex_693ef3c7->ex_847486b2b9aa59ce
round1,258,100823,exact_group_recomputed,ex_b43a51e4->ex_7a74c788cf25d57d
round1,259,100680,exact_group_recomputed,ex_f1a80c2e->ex_a140356b73d22060
round1,260,104539,exact_group_recomputed,ex_38c8dd7d->ex_a764663b8d9c3e5c
round1,261,105388,exact_group_recomputed,ex_8e779d1f->ex_816cef3004538065
round1,262,103375,exact_group_recomputed,ex_3f923cb2->ex_5180cebbaa227a4e
round1,263,100719,exact_group_recomputed,ex_efc3ec37->ex_579fe250358654c0
round1,264,100598,exact_group_recomputed,ex_7c7314c9->ex_2db043a54c1126d0
round1,265,100643,exact_group_recomputed,ex_5b37f8d9->ex_2e3ab20bd62d2d4a
round1,266,101282,exact_group_recomputed,ex_2cc4a6c0->ex_50ab066e5d9e2f20
round1,267,100127,exact_group_recomputed,ex_9b2770b4->ex_85f8332670085da6
round1,268,103480,exact_group_recomputed,ex_05a5f892->ex_a574b316d89c710d
round1,269,104302,exact_group_recomputed,ex_68d9956a->ex_83d4991f3add9931
round1,270,100648,exact_group_recomputed,ex_d6e6906d->ex_1f1fdcf446899b4b
round1,271,103562,exact_group_recomputed,ex_ec1c615b->ex_5b6ebb31a4856f37
round1,272,105145,exact_group_recomputed,ex_264f25e4->ex_401d151e54dd7c54
round1,273,100757,exact_group_recomputed,ex_a6f00449->ex_7962992f5fe063e0
round1,274,106023,exact_group_recomputed,ex_c899f166->ex_5e34ec76024e8ebc
round1,275,104939,exact_group_recomputed,ex_c8ee2fd7->ex_4a711da1d82cb540
round1,276,100345,exact_group_recomputed,ex_69618fd6->ex_4aa04698daf094e7
round1,277,100727,exact_group_recomputed,ex_b4a9d237->ex_7d8d3b8bae4f908e
round1,278,103974,exact_group_recomputed,ex_025470c5->ex_02767d2926026236
round1,279,100201,exact_group_recomputed,ex_895ef880->ex_2e1ec94d9c3c7fa6
round1,280,104614,exact_group_recomputed,ex_0e121be5->ex_fca40023efbbec25
round1,281,104290,exact_group_recomputed,ex_4b409aa6->ex_f5ec24ef80acc4ad
round1,282,101744,exact_group_recomputed,ex_57047efc->ex_c1d0c687536feffb
round1,283,104441,exact_group_recomputed,ex_4c662908->ex_4366204c6a22e65c
round1,284,106162,exact_group_recomputed,ex_6d8d8593->ex_abf8d83e1ea256c7
round1,285,104663,exact_group_recomputed,ex_c15cff3f->ex_a048784e3acfe3cd
round1,286,104155,exact_group_recomputed,ex_f3fa6a62->ex_36e52d9235f5b950
round1,287,100574,exact_group_recomputed,ex_3cd24ec9->ex_094d2b5c214a6988
round1,288,103271,exact_group_recomputed,ex_2ad14976->ex_944d91fab277eead
round1,289,103938,exact_group_recomputed,ex_a4ed1ea7->ex_e9d7118bea084645
round1,290,105174,exact_group_recomputed,ex_5ac3496a->ex_61a5db7e86cbcb9f
round1,291,102189,exact_group_recomputed,ex_13fa8f9b->ex_6377ee90f8968e01
round1,292,105859,exact_group_recomputed,ex_0c654d77->ex_d3bab18c9d6a0730
round1,293,105852,exact_group_recomputed,ex_8a84e73f->ex_3bc505ae6c9f8a37
round1,294,101412,exact_group_recomputed,ex_f64db6ae->ex_cd51ca65830563a7
round1,295,104211,exact_group_recomputed,ex_129bfe5e->ex_737c5895e521ad7c
round1,296,100611,exact_group_recomputed,ex_47129f89->ex_ca3ba8693b9be8b4
round1,297,101829,exact_group_recomputed,ex_1155b1f8->ex_8ba321e0b98fa934
round1,298,103274,exact_group_recomputed,ex_e26abefe->ex_12953c85246061a4
round1,299,103457,exact_group_recomputed,ex_e829c61f->ex_ba5f3ce9802bedee
round1,300,103421,exact_group_recomputed,ex_9512d641->ex_441891c5b67e367f
round1,301,102619,exact_group_recomputed,ex_5d65b17a->ex_286d2d56ff36ec04
round1,302,105502,exact_group_recomputed,ex_8b41b160->ex_417953fd74e5f1fc
round1,303,105896,exact_group_recomputed,ex_d0a77789->ex_a685b247a8037ede
round1,304,103515,exact_group_recomputed,ex_f495f0cd->ex_3402ff499d0f7c05
round1,305,104946,exact_group_recomputed,ex_7a6ad82b->ex_5a014097f44cf49a
round1,306,104333,exact_group_recomputed,ex_108de020->ex_fe0df793a56c71af
round1,307,100493,exact_group_recomputed,ex_b4bfe93f->ex_6fc4d67a842a9897
round1,308,102686,exact_group_recomputed,ex_3bd63323->ex_675b6f0c3e79ed1e
round1,309,102489,exact_group_recomputed,ex_4d48731e->ex_f3e4679e2758c3fb
round1,310,100050,exact_group_recomputed,ex_b6fdc352->ex_bef20f34451603d9
round1,311,100982,exact_group_recomputed,ex_9ef9b755->ex_5cb2d3f2aab9d965
round1,312,105594,exact_group_recomputed,ex_da2c9352->ex_40452248b929b86e
round1,313,104326,exact_group_recomputed,ex_3f80c103->ex_ab0e506d94a8ae89
round1,314,101349,exact_group_recomputed,ex_2b29fc8a->ex_b82648a7487766a5
round1,315,104060,exact_group_recomputed,ex_f16bb3ad->ex_baf78706dba7db06
round1,316,104419,exact_group_recomputed,ex_aeaca248->ex_e93223d8d022cb7b
round1,317,102916,exact_group_recomputed,ex_12ffacb6->ex_f8c13bd572a983a7
round1,318,101742,exact_group_recomputed,ex_9e77855d->ex_025999edfbb8b896
round1,319,103502,exact_group_recomputed,ex_2cd3b74e->ex_87567ea9e597d4af
round1,320,104157,exact_group_recomputed,ex_125458fd->ex_5ec04769f1912666
round1,321,105605,exact_group_recomputed,ex_f9d4b4c2->ex_1534c5b8ba41b221
round1,322,105202,exact_group_recomputed,ex_53af1086->ex_a65fedade17944c4
round1,323,105320,exact_group_recomputed,ex_f787f063->ex_b3e59e61cae10842
round1,324,103289,exact_group_recomputed,ex_a532749c->ex_eb7ece7f8f6bcaf3
round1,325,100839,exact_group_recomputed,ex_7995a57e->ex_d9cfb5a7810ed37a
round1,326,105104,exact_group_recomputed,ex_0b80bba1->ex_49d028f1dbe66e0f
round1,327,100566,exact_group_recomputed,ex_43bd8bbf->ex_3c015f88ee3fa5df
round1,328,103703,exact_group_recomputed,ex_b8f0630d->ex_1cda63b1cf8e9073
round1,329,100124,exact_group_recomputed,ex_3cda8ff0->ex_800134e766ed6019
round1,330,105537,exact_group_recomputed,ex_84235606->ex_2d005cfbf1b73b03
round1,331,104353,exact_group_recomputed,ex_64624841->ex_8192ef5d11e67a7e
round1,332,102826,exact_group_recomputed,ex_3d204445->ex_693450f15255b956
round1,333,104292,exact_group_recomputed,ex_b0d724f8->ex_0c8ec82018a0f8cf
round1,334,104192,exact_group_recomputed,ex_2772f2bd->ex_8c6af41938157a74
round1,335,100793,exact_group_recomputed,ex_5d517d85->ex_81c9c9f55e208a62
round1,336,106040,exact_group_recomputed,ex_6e766209->ex_1c003dd3c7aff728
round1,337,105718,exact_group_recomputed,ex_4c762f47->ex_aa2f099ce23d2f4e
round1,338,104831,exact_group_recomputed,ex_72e567c6->ex_75237e208448e1ad
round1,339,104707,exact_group_recomputed,ex_a7ecd0f5->ex_7593c569b1d2fbe0
round1,340,100660,exact_group_recomputed,ex_d8cf6bce->ex_1adf196db10de75a
round1,341,100779,exact_group_recomputed,ex_bf20a2cb->ex_3966b55ab6e78245
round1,342,100377,exact_group_recomputed,ex_f55aef43->ex_6f7c1b0866638b0f
round1,343,104971,exact_group_recomputed,ex_e64d66d4->ex_491047c63de15e16
round1,344,100561,exact_group_recomputed,ex_e99ed40b->ex_2fb682f2d20af64c
round1,345,101362,exact_group_recomputed,ex_484fd261->ex_6ee1405aa572fa7f
round1,346,101179,exact_group_recomputed,ex_9c9c73e4->ex_18021432e2fd1a77
round1,347,101486,exact_group_recomputed,ex_aaa18855->ex_cbc75a78983d36f4
round1,348,103832,exact_group_recomputed,ex_daf85645->ex_e6642368e38cd3af
round1,349,105835,exact_group_recomputed,ex_faaaa71b->ex_c7eaca24aa60826c
round1,350,106167,exact_group_recomputed,ex_560d8ce2->ex_849545b16cd456cc
round1,351,104306,exact_group_recomputed,ex_a779de2c->ex_3afc090bf8f9f346
round1,352,101430,exact_group_recomputed,ex_1dd0002d->ex_cc4b5c33729b418a
round1,353,102318,exact_group_recomputed,ex_1d707f52->ex_983188c47bb521cc
round1,354,101460,exact_group_recomputed,ex_edc16004->ex_11a986963b057d0b
round1,355,100607,exact_group_recomputed,ex_0bf54e04->ex_4a7a80811162ba13
