issue,action,item,kind,record_count
cracked,fabricated,like materials,addresses,1
cracked,fabricated,patches,addresses,1
cracked,filled,2 part epoxy,addresses,1
cracked,filled,rudder covers,addresses,1
cracked,finished installation,,addresses,1
cracked,finished reassembly,cylinder,addresses,1
cracked,finished reassembly,cylinders,addresses,1
cracked,fitted,bracket,addresses,1
cracked,further insp,baffle,investigates,1
cracked,further inspection,baffle,investigates,1
cracked,insp,bolt,investigates,1
cracked,insp,paint,investigates,1
cracked,installed,baff,addresses,1
cracked,installed,baffle spr,addresses,1
cracked,installed,bracket,addresses,1
cracked,installed,cylinder,addresses,1
cracked,installed,cylinder assembly,addresses,1
cracked,installed,doubler,addresses,1
cracked,installed,edges,addresses,1
cracked,installed,patch same material,addresses,1
cracked,installed,push rods,addresses,1
cracked,installed,rockers,addresses,1
cracked,installed,sheet metal doubler,addresses,1
cracked,installed,wide area washer,addresses,1
cracked,installing,,addresses,1
cracked,leak check,cylinder,investigates,1
cracked,leak check,propeller oil line,investigates,1
cracked,made,like materi,addresses,1
cracked,made,patch,addresses,1
cracked,operations,cylinder,investigates,1
cracked,painted,bracket,addresses,1
cracked,patched,deflectors,addresses,1
cracked,patching,,addresses,1
cracked,patching,baffle,addresses,1
cracked,primed,bracket,addresses,1
cracked,procured,baffle,addresses,1
cracked,reinstalled,baffle,addresses,1
cracked,reinstalled,cylinders,addresses,1
cracked,reinstalled,muffler heat muff,addresses,1
cracked,repair,baffle patch,addresses,1
cracked,repair,baffles,addresses,1
cracked,repair,like material,addresses,1
cracked,repair,patch,addresses,1
cracked,repaired,,addresses,1
cracked,repaired,baffling,addresses,1
cracked,repaired,doubler,addresses,1
cracked,replaced,air baffle,addresses,1
cracked,replaced,angle bracket,addresses,1
cracked,replaced,angle brackets,addresses,1
cracked,replaced,attach fitting,addresses,1
cracked,replaced,baffle bracket,addresses,1
cracked,replaced,baffle reinforcement angle,addresses,1
cracked,replaced,baffle section,addresses,1
cracked,replaced,baffle tie rod,addresses,1
cracked,replaced,baffling section,addresses,1
cracked,replaced,brace,addresses,1
cracked,replaced,cylinder assembly,addresses,1
cracked,replaced,cylinders,addresses,1
cracked,replaced,deflector,addresses,1
cracked,replaced,intake tube,addresses,1
cracked,replaced,mounting grommets,addresses,1
cracked,replaced,stiffener,addresses,1
cracked,replaced,support bracket,addresses,1
cracked,replacement,engine,addresses,1
cracked,riveted,baffle,addresses,1
cracked,riveted,patch,addresses,1
cracked,started creating,patch,addresses,1
cracked,stop drilled,,addresses,1
cracked,stop drilled,90 degrees bracket,addresses,1
cracked,stop drilled,alternator,addresses,1
cracked,stop drilled,baffle bracket,addresses,1
cracked,stop drilled,baffle corner,addresses,1
cracked,stop drilled,baffle support,addresses,1
cracked,stop drilled,brace,addresses,1
cracked,stop drilled,corner baffle,addresses,1
cracked,stop drilled,cylinder outer baffling,addresses,1
cracked,stop drilled,mounting baffle,addresses,1
cracked,stop drilled,muffler heat muff,addresses,1
cracked,stop drilled,oil cooler,addresses,1
cracked,stop drilled,oil cooler bolt,addresses,1
cracked,stop drilled,oil cooler flange,addresses,1
cracked,stop drilled,rudder covers,addresses,1
cracked,stop drilled,sheet metal doubler,addresses,1
cracked,stop drilled,upper baffle,addresses,1
cracked,swapped,accessories,addresses,1
cracked,torqued,,addresses,1
cracks,cleaned,scat tube,addresses,1
cracks,inspected,baffle,investigates,1
cracks,installed,baffle section,addresses,1
cracks,made,like materi,addresses,1
cracks,made,patch,addresses,1
cracks,painted,patch,addresses,1
cracks,replaced,angle brackets,addresses,1
cracks,stop drilled,baffles,addresses,1
cracks,stop drilled,relief hole,addresses,1
cut off,started,aircraft,investigates,1
damage,insp,core engine,investigates,1
damage,insp,cover,investigates,1
damage,inspected,compressor blade,investigates,1
damaged,canned,intake pipe,addresses,1
damaged,cleaned,threads,addresses,1
damaged,dressed,ring gear teeth,addresses,1
damaged,inspected,threads,investigates,1
damaged,installed,doubler plates,addresses,1
damaged,repaired,baffle,addresses,1
damaged,repaired,threads,addresses,1
damaged,replaced,,addresses,1
damaged,replaced,air inlet,addresses,1
damaged,replaced,baff,addresses,1
damaged,replaced,baffle,addresses,1
damaged,replaced,baffle section,addresses,1
damaged,replaced,cowl shock mount,addresses,1
damaged,replaced,fasteners,addresses,1
damaged,replaced,grommet,addresses,1
damaged,replaced,oil sump screen,addresses,1
damaged,replaced,parts,addresses,1
damaged,replaced,pins,addresses,1
damaged,replaced,plug,addresses,1
damaged,replaced,plugs,addresses,1
damaged,replaced,riv,addresses,1
damaged,replaced,rivet,addresses,1
damaged,replaced,rivets,addresses,1
damaged,replaced,rocker cover gasket,addresses,1
damaged,replaced,tie rod,addresses,1
damaged,replaced,upper nutplate,addresses,1
damaged,replacement,baffle plug,addresses,1
decreased to zero,cleared,plugs,addresses,1
decreased to zero,idle check,,investigates,1
decreased to zero,operations checked,,investigates,1
decreased to zero,ran up,,investigates,1
deteriorated,replaced,buttons,addresses,1
did not start,started,aircraft,investigates,1
die,checks,engine,investigates,1
die,ran,aircraft,investigates,1
died,ground run,engine,investigates,1
died,ground run,engines,investigates,1
died,operations checked,engine,investigates,1
died,operations checked,engines,investigates,1
died,ran up,engine,investigates,1
died,warmed up,engine,investigates,1
dirty,cleaned,cooler,addresses,1
dirty,cleaned,cooling fins,addresses,1
dirty,cleaned,engine,addresses,1
dirty,cleaned,engine scroll,addresses,1
dirty,cleaned,impeller,addresses,1
dirty,cleaned,sniffle valves,addresses,1
dirty,reinstalled,sniffler valves,addresses,1
dirty,removed,oil cooler,addresses,1
dirty,replaced,air filter,addresses,1
disconnected,reattached,,addresses,1
disconnected,reattached,baffle tie,addresses,1
disconnected,resecured,baffle,addresses,1
disconnected,resecured,baffle seal,addresses,1
does not align,trimmed,baffle,addresses,1
does not align,trimmed,seal,addresses,1
does not run,borescop,cylinder,investigates,1
does not run,compression test,cylinder,investigates,1
does not run,leak check,aircraft,investigates,1
does not run,operations,aircraft,investigates,1
does not run,ran,aircraft,investigates,1
drop in rpm,ground run,engine,investigates,1
dropped,confirmed,aircraft,investigates,1
dropped,ran,aircraft,investigates,1
drops to zero,ground ran,aircraft,investigates,1
drops to zero,operations check,aircraft,investigates,1
drops to zero,replaced,cht probe,addresses,1
eating into,inspected,mounting bolt,investigates,1
eating into,inspected,scroll mount,investigates,1
elongated,fabricated,access hole,addresses,1
elongated,fabricated,patch,addresses,1
elongated,installed,baffle patch,addresses,1
elongated,installed,baffle plug doubler,addresses,1
elongated,installed,doubler patch,addresses,1
elongated,installed,patch,addresses,1
elongated,installed,plug,addresses,1
elongated,installed,wire tie,addresses,1
elongated,repositioned,hole,addresses,1
exceeded,complied,,investigates,1
exceeded,downloaded,flight data,investigates,1
exceeded,downloaded,information,investigates,1
exceeded,inspected,propeller,investigates,1
exceeded,reviewed,flight data monitoring card,investigates,1
exceeded,verified,,investigates,1
excessive,installed,number 31 push rod,addresses,1
excessive,lash check,exhaust valve,investigates,1
excessive end play,inspected,throttle cable attachment,investigates,1
excessive free play,adjusted,,addresses,1
excessive free play,adjusted,center turnbuckle,addresses,1
excessive fretting,replaced,line,addresses,1
excessive rpm rise,run up,engine,investigates,1
failed,adjusted,aircraft,addresses,1
failed,checked,cylinder assembly,investigates,1
failed,checked,magneto,investigates,1
failed,clearance check,exhaust valve,investigates,1
failed,completed reassembly,cylinder,addresses,1
failed,ground run,aircraft,investigates,1
failed,ground run,engine,investigates,1
failed,inspected,engine,investigates,1
failed,installed,injector line,addresses,1
failed,leak and operations check,exhaust valve,investigates,1
failed,leak check,aircraft,investigates,1
failed,leak check,magneto,investigates,1
failed,operations,aircraft,investigates,1
failed,operations,cylinder,investigates,1
failed,operations check,aircraft,investigates,1
failed,override speed check,aircraft,investigates,1
failed,ran,aircraft,investigates,1
failed,ran up,aircraft,investigates,1
failed,reassembled,cylinder,addresses,1
failed,reinstalled,cylinder,addresses,1
failed,repla,exhaust push rod,addresses,1
failed,run up,engine,investigates,1
failed,started,engine,investigates,1
failed,torqued,injector line,addresses,1
fails,adjusted,,addresses,1
fails,adjusted,aircraft,addresses,1
fails,checks,aircraft,investigates,1
fails,mixture and idle checks,aircraft,investigates,1
fails,mixture override check,aircraft,investigates,1
fails,operations check,,investigates,1
fails,ran,aircraft,investigates,1
failure,idle mixture check,engine,investigates,1
failure,idle mixture check,magneto,investigates,1
failure,inspecte,engine,investigates,1
failure,ran,aircraft,investigates,1
falling apart,replaced,lacing cord,addresses,1
faulty,ground run,magneto,investigates,1
faulty,operations checked,magneto,investigates,1
fell off,cleaned,baffle,addresses,1
fell off,reinstalled,anti - chafe strip,addresses,1
fell off,replaced,rivet,addresses,1
fire,inspected,carb airbox,investigates,1
flame came out,ground run,engine,investigates,1
flame came out,inspected,inlet,investigates,1
flame came out,operations checked,engine,investigates,1
flames comi,ground run,engine,investigates,1
flames comi,inspected,engine,investigates,1
flames comi,operations checked,engine,investigates,1
fluctuating,inspect,cowling,investigates,1
fluctuating,operations check,engine,investigates,1
fluctuating,ran,aircraft,investigates,1
fluctuating,ran up,aircraft,investigates,1
fluctuating,replaced,cht probe,addresses,1
fouled,ran up,aircraft,investigates,1
fouled,run up,cylinder,investigates,1
fouled,run up,engine,investigates,1
fouled,run up,plug,investigates,1
gains and drops,ground run,engine,investigates,1
gains and drops,operations checked,engine,investigates,1
gone,installed,baffle seal,addresses,1
gouge,replaced,intake pipe,addresses,1
gouged,installed,crankshaft,addresses,1
gouged,installed,oil seal,addresses,1
gouged,leak check,engine,investigates,1
gouged,run,engine,investigates,1
gouged,torqued,lock plate,investigates,1
grinding noise,cleaned,fod,addresses,1
hesitation,ran,aircraft,investigates,1
high,checked,engine,investigates,1
high,ground ran,aircraft,investigates,1
high,operations check,aircraft,investigates,1
high,ran,aircraft,investigates,1
high frequency vibration,ground run,,investigates,1
high frequency vibration,installed,engine,addresses,1
high frequency vibration,leak check,aircraft,investigates,1
high frequency vibration,operations,aircraft,investigates,1
high frequency vibration,ran up,aircraft,investigates,1
high pitched squealing noise,operations check,,investigates,1
high pitched squealing noise,ran up,aircraft,investigates,1
high pitched whine / squeal / wh,ran,aircraft,investigates,1
hitting,adjusted,,addresses,1
hitting,adjusted,clamps,addresses,1
hitting,inspected,center baffle screw,investigates,1
hoisting loop,leak check,,investigates,1
hoisting loop,sealed,bolt,addresses,1
hoisting loop,torqued,bolt,addresses,1
hung up,rerouted,baffle,addresses,1
idles extremely rough,ground run,,investigates,1
idles extremely rough,seasonal adjustment,,addresses,1
idles very irratically,began replacement,fuel injectors,addresses,1
idles very irratically,operations check,engine,investigates,1
idles very irratically,replaced,,addresses,1
idles very irratically,replaced,fuel pump,addresses,1
idles very irratically,retimed,mags,addresses,1
idles very irratically,started,engine,investigates,1
idles very irratically,tried making several idle mixture adjustments,,addresses,1
idling too low,adju,engine,addresses,1
idling too low,ground run,engine,investigates,1
increases in volume,ground run,,investigates,1
increases in volume,inspected,,investigates,1
inoperable,disconnected,fuel distributor line,investigates,1
inoperable,dry tappet clearance check,cylinder,investigates,1
inoperable,mags check,aircraft,investigates,1
inoperable,mags check,magneto,investigates,1
inoperable,operations check,egt,investigates,1
inoperable,operations check,oil temperature light,investigates,1
inoperable,power and leak check,magneto,investigates,1
inoperable,ran,aircraft,investigates,1
inoperable,reinstalled,lamp,addresses,1
inoperable,replaced,egt probe,addresses,1
inoperable,replaced,starter,addresses,1
jumps into red,cleaned,transducer ground path,addresses,1
jumps into red,fuel pressure checked,,investigates,1
kept hesitating,ground run,engine,investigates,1
kept hesitating,operations checked,engine,investigates,1
killed,run up,aircraft,investigates,1
kinked,replaced,tube,addresses,1
kinked,secured,hose,addresses,1
kinked,unkinked,hose,addresses,1
knocking,inspected,,investigates,1
knocking noise,confirmed,pass down,investigates,1
knocking noise,ran,aircraft,investigates,1
large pool of oil,observed,aircraft,investigates,1
large pool of oil,ran,aircraft,investigates,1
large puddle of liquid,ran,aircraft,investigates,1
leak,applied,sealant,addresses,1
leak,check,cylinder,investigates,1
leak,cleaned,backbone bolt,addresses,1
leak,cleaned,bolt holes,addresses,1
leak,cleaned,intake gaskets,addresses,1
leak,fitting,accessory case,addresses,1
leak,found,exhaust valve,investigates,1
leak,found,piston,investigates,1
leak,further insp,intake tube,investigates,1
leak,ground run leak check,intake tube,investigates,1
leak,ground run leak check,sump,investigates,1
leak,inspected,intake,investigates,1
leak,installed,,addresses,1
leak,installed,gaskets,addresses,1
leak,installed,intake gasket,addresses,1
leak,leak check,backbone,investigates,1
leak,leak check,backbone case seam,investigates,1
leak,leak check,bolt,investigates,1
leak,leak check,rocker covers,investigates,1
leak,operations,aircraft,investigates,1
leak,ran,engine,investigates,1
leak,ran,push rod tube,investigates,1
leak,reinstalled,,addresses,1
leak,reinstalled,cylinder,addresses,1
leak,replaced,crankshaft,addresses,1
leak,replaced,oil seal,addresses,1
leak,replaced,push rod tube seals,addresses,1
leak,replaced,rocker cover gasket,addresses,1
leak,replaced,rocker covers gaskets,addresses,1
leak,resealed,bolts,addresses,1
leak,resealed,hoisting ring bolt,addresses,1
leak,reswedged,intake connector,addresses,1
leak,reswedged,sump,addresses,1
leak,sealed,backbone bolt,addresses,1
leak,sealed,retorquing nut,addresses,1
leak,serviced,engine,addresses,1
leak,serviced,mineral oil,addresses,1
leak,tightened,bolts,addresses,1
leak,torqued,cylinder,addresses,1
leak,torqued,hoisting ring bolt,addresses,1
leakage,replaced,gasket,addresses,1
leaki,inspected,rocker cover gaskets,investigates,1
leakin,cleaned,,addresses,1
leakin,leak check,,investigates,1
leaking,applied,high temperature rtv,addresses,1
leaking,chased threads,intake port,investigates,1
leaking,chased threads,threads,investigates,1
leaking,cleaned,backbone bolts,addresses,1
leaking,cleaned,bolt,addresses,1
leaking,cleaned,bolts,addresses,1
leaking,cleaned,cas,addresses,1
leaking,cleaned,collar,addresses,1
leaking,cleaned,crankshaft seal,addresses,1
leaking,cleaned,cylinder flange,addresses,1
leaking,cleaned,engine,addresses,1
leaking,cleaned,fuel stains,addresses,1
leaking,cleaned,gasket material,addresses,1
leaking,cleaned,gaskets,addresses,1
leaking,cleaned,intake gasket,addresses,1
leaking,cleaned,mating surfaces,addresses,1
leaking,cleaned,seal,addresses,1
leaking,cleaned,silicone gask,addresses,1
leaking,cleaned,silicone gasket,addresses,1
leaking,cleaned,surfaces,addresses,1
leaking,cleaned,thread,addresses,1
leaking,cleaned,tube upper,addresses,1
leaking,cleaned,tubes,addresses,1
leaking,confirmed,engine,investigates,1
leaking,confirmed,intake tube,investigates,1
leaking,corrective action,rocker cover,addresses,1
leaking,determined,intake flanges,investigates,1
leaking,dressed,propeller,addresses,1
leaking,further insp,intake tube,investigates,1
leaking,ground seat,exhaust valve,addresses,1
leaking,honed,cylinder,addresses,1
leaking,insp,3 bolts,investigates,1
leaking,insp,backbone,investigates,1
leaking,insp,bolts,investigates,1
leaking,inspected,,investigates,1
leaking,inspected,aircraft,investigates,1
leaking,inspected,intake,investigates,1
leaking,inspected,intake tube,investigates,1
leaking,inspected,rocker gasket,investigates,1
leaking,inspected,sniffler valves,investigates,1
leaking,install,,investigates,1
leaking,installed,baffle,addresses,1
leaking,installed,case,addresses,1
leaking,installed,crankcase seal,addresses,1
leaking,installed,engine,addresses,1
leaking,installed,high temperature silicone,addresses,1
leaking,installed,indication tube gaskets,addresses,1
leaking,installed,induction gasket,addresses,1
leaking,installed,intake flange,addresses,1
leaking,installed,intake pipes,addresses,1
leaking,installed,intake tube gaskets,addresses,1
leaking,installed,piston,addresses,1
leaking,installed,propeller,addresses,1
leaking,installed,ring gear,addresses,1
leaking,installed,rocker cover gasket,addresses,1
leaking,installed,rocker covers,addresses,1
leaking,installed,rockers,addresses,1
leaking,installed,seals,addresses,1
leaking,installed,silicone gasket,addresses,1
leaking,installed,silicone gaskets,addresses,1
leaking,installed,spring,addresses,1
leaking,installed,valve cover gaskets,addresses,1
leaking,installed,valve covers,addresses,1
leaking,leak check,aircraft,investigates,1
leaking,leak check,case bolt,investigates,1
leaking,leak check,case plug,investigates,1
leaking,leak check,center case bolt,investigates,1
leaking,leak check,clamps,investigates,1
leaking,leak check,cowl,investigates,1
leaking,leak check,crankcase lifting eyebolt,investigates,1
leaking,leak check,cylinder,investigates,1
leaking,leak check,cylinder base,investigates,1
leaking,leak check,exhaust valve,investigates,1
leaking,leak check,lifting eye,investigates,1
leaking,leak check,oil plug,investigates,1
leaking,leak check,oil return line,investigates,1
leaking,leak check,oil return lines,investigates,1
leaking,leak check,push rod exhaust housing gasket,investigates,1
leaking,leak check,push rod seals,investigates,1
leaking,leak check,rocker covers,investigates,1
leaking,leak check,rocker gasket,investigates,1
leaking,leak check,seal,investigates,1
leaking,leak check,seals,investigates,1
leaking,leak check,spine,investigates,1
leaking,leak checked,,investigates,1
leaking,leak checked,valves,investigates,1
leaking,operations,,investigates,1
leaking,operations,aircraft,investigates,1
leaking,operations,case plug,investigates,1
leaking,ran,engine,investigates,1
leaking,readjusted,clamp,addresses,1
leaking,reinstalled,bolt,addresses,1
leaking,reinstalled,flywheel,addresses,1
leaking,reinstalled,gasket,addresses,1
leaking,reinstalled,oil sump,addresses,1
leaking,reinstalled,rocker cover,addresses,1
leaking,replace,gasket,addresses,1
leaking,replace,gaskets,addresses,1
leaking,replaced,29 push rod,addresses,1
leaking,replaced,3 gaskets,addresses,1
leaking,replaced,clinders,addresses,1
leaking,replaced,cover gasket,addresses,1
leaking,replaced,cover gaskets,addresses,1
leaking,replaced,covers,addresses,1
leaking,replaced,cyls,addresses,1
leaking,replaced,exhaust push rod seals,addresses,1
leaking,replaced,exhaust valve,addresses,1
leaking,replaced,flanges,addresses,1
leaking,replaced,gakset,addresses,1
leaking,replaced,instake gasket,addresses,1
leaking,replaced,intake gasket tube,addresses,1
leaking,replaced,intake pipe gaskets,addresses,1
leaking,replaced,intake tube,addresses,1
leaking,replaced,intake tube gaskets,addresses,1
leaking,replaced,intake tubes,addresses,1
leaking,replaced,intakes gaskets,addresses,1
leaking,replaced,lock washer,addresses,1
leaking,replaced,lock washers,addresses,1
leaking,replaced,piston,addresses,1
leaking,replaced,primer sleev,addresses,1
leaking,replaced,push rod seal,addresses,1
leaking,replaced,retainer,addresses,1
leaking,replaced,rocker box gasket,addresses,1
leaking,replaced,rocker cov,addresses,1
leaking,replaced,rocker cover bracket,addresses,1
leaking,replaced,rocker covers gaskets,addresses,1
leaking,replaced,rocker seal,addresses,1
leaking,replaced,silicone gask,addresses,1
leaking,replaced,valve cover gasket,addresses,1
leaking,repositioned,seal,addresses,1
leaking,resealed,backbone bolts,addresses,1
leaking,resealed,hi - temperature silicone,addresses,1
leaking,reset,gasket,addresses,1
leaking,reswaged,gasket,addresses,1
leaking,reswaged,intake pipe,addresses,1
leaking,reswaged,intake tube,addresses,1
leaking,reswedged,intake connector,addresses,1
leaking,reswedged,sump,addresses,1
leaking,rotated,push rod tube,addresses,1
leaking,run up leak check,engine,investigates,1
leaking,safetied,propeller,investigates,1
leaking,sealed,bolt hole,addresses,1
leaking,sealed,bolts,addresses,1
leaking,sealed,case,addresses,1
leaking,sealed,lifting eye bolt,addresses,1
leaking,sealed,retorquing nut,addresses,1
leaking,secured,primer line,addresses,1
leaking,serviced,engine,addresses,1
leaking,serviced,mineral oil,addresses,1
leaking,staked,valves,addresses,1
leaking,swaged,intake tube,addresses,1
leaking,swaged,intake tube attachment,addresses,1
leaking,swaged,intake tube attachment groove,addresses,1
leaking,swaged,oil sump,addresses,1
leaking,swaged,tube,addresses,1
leaking,swedged,intake,addresses,1
leaking,swedged,intake tube,addresses,1
leaking,tightened,,addresses,1
leaking,tightened,clamp,addresses,1
leaking,tightened,fitting,addresses,1
leaking,tightened,oil drain line,addresses,1
leaking,tightened,return lines,addresses,1
leaking,tightened,rocker box covers,addresses,1
leaking,tightened,rocker cover screws,addresses,1
leaking,tightened,rocker covers,addresses,1
leaking,tightened,rocker drain clamps,addresses,1
leaking,tightened,rocker drain hose clamps,addresses,1
leaking,tightened,rocker screws,addresses,1
leaking,tightened,screw,addresses,1
leaking,tightened,sump,addresses,1
leaking,torqued,,addresses,1
leaking,torqued,backbone bolts,addresses,1
leaking,torqued,bolt,addresses,1
leaking,torqued,case,addresses,1
leaking,torqued,propeller,investigates,1
leaking,torqued,spark plugs,addresses,1
leaking,torqued,stud nut,addresses,1
leaking,tried to stake,valve,investigates,1
leaking,verified,exhaust valve,investigates,1
leaking through,finished removing,cylinder assembly,investigates,1
leaking through,found,exhaust valve 2,investigates,1
leaking through,installed,cylinder assembly,addresses,1
leaking through,installed,cylinder assembly,investigates,1
leaking through,leak check,,investigates,1
leaking through,reck ' ed,exhaust valve 2,investigates,1
leaks,cleaned,intake gasket,addresses,1
leaks,complied,,investigates,1
leaks,determined,intake flanges,investigates,1
leaks,installed,,addresses,1
leaks,installed,bolt,addresses,1
leaks,installed,gask,addresses,1
leaks,installed,high temperature sealant,addresses,1
leaks,installed,intake tube,addresses,1
leaks,installed,rocker cover gasket,addresses,1
leaks,installed,sealant,addresses,1
leaks,leak check,backbone bolt,investigates,1
leaks,leak check,rocker cover gasket,investigates,1
leaks,leak check,rocker cover seal,investigates,1
leaks,leak checked,,investigates,1
leaks,replaced,cover gasket,addresses,1
leaks,replaced,engine gasket,addresses,1
leaks,replaced,intake tube gasket,addresses,1
leaks,replaced,primer line,addresses,1
leaks,replaced,primer line clamp,addresses,1
leaks,replaced,rocker cover,addresses,1
leaks,replaced,silicone gasket,addresses,1
leaks,swedged,intake tube,addresses,1
leaks,tightening,drain clamp,addresses,1
leaky,replaced,intake gasket,addresses,1
little rough,started,engine,investigates,1
loose,adjusted,baffle,addresses,1
loose,adjusted,baffle support rod,addresses,1
loose,adjusted,clamps,addresses,1
loose,adjusted,intercylinder baffle tie rod,addresses,1
loose,applied,rtv,addresses,1
loose,assembled,bolt,addresses,1
loose,baffle checks,,investigates,1
loose,cleaned,threads,addresses,1
loose,drilled,baffle,addresses,1
loose,drilled,baffle seal,addresses,1
loose,drilled,rivet,addresses,1
loose,drilled out,rivet,addresses,1
loose,drilled out,rivets,addresses,1
loose,insp,bolt,investigates,1
loose,inspected,cylinder,investigates,1
loose,inspected,intercylinder baffle tie rod,investigates,1
loose,inspected,nuts,investigates,1
loose,inspected,oil drain tube,investigates,1
loose,installed,,addresses,1
loose,installed,baffle patches,addresses,1
loose,installed,baffle plug,addresses,1
loose,installed,baffle plug patches,addresses,1
loose,installed,baffle seal,addresses,1
loose,installed,baffle tab,addresses,1
loose,installed,bolt,addresses,1
loose,installed,bracket hardware,addresses,1
loose,installed,bracket screws,addresses,1
loose,installed,gaskets,addresses,1
loose,installed,intake tubes,addresses,1
loose,installed,locktite,addresses,1
loose,installed,nut,addresses,1
loose,installed,plugs,addresses,1
loose,installed,pop rivet,addresses,1
loose,installed,rive ts,addresses,1
loose,installed,rivets,addresses,1
loose,installed,seal,addresses,1
loose,installed,washer,addresses,1
loose,leak check,baffle screws,investigates,1
loose,leak check,screw,investigates,1
loose,loosened,oil cooler,addresses,1
loose,loosened,oil filler tube,addresses,1
loose,operations check,cable sheath,investigates,1
loose,put,rtv,addresses,1
loose,ran,aircraft,investigates,1
loose,reattached,attach bracket,addresses,1
loose,reattached,baffle mount,addresses,1
loose,reattached,baffle strips,addresses,1
loose,reattached,cowl seal,addresses,1
loose,reattached,fireseal,addresses,1
loose,reattached,mounting bracket,addresses,1
loose,reattached,weather stripping,addresses,1
loose,reglued,cowl seal,addresses,1
loose,reinstalled,bracket,addresses,1
loose,repaired,baffle seal,addresses,1
loose,replaced,,addresses,1
loose,replaced,adel clamp,addresses,1
loose,replaced,adel clamps,addresses,1
loose,replaced,baffle plug,addresses,1
loose,replaced,baffle seal fastener,addresses,1
loose,replaced,baffle seal material,addresses,1
loose,replaced,cht probe,addresses,1
loose,replaced,cotter pin,addresses,1
loose,replaced,dipstick,addresses,1
loose,replaced,intake,addresses,1
loose,replaced,intake gasket,addresses,1
loose,replaced,intake gaskets,addresses,1
loose,replaced,intake screen,addresses,1
loose,replaced,lacings,addresses,1
loose,replaced,linkage,addresses,1
loose,replaced,lock nut,addresses,1
loose,replaced,lock nuts,addresses,1
loose,replaced,pop rivet,addresses,1
loose,replaced,push rod adel clamp,addresses,1
loose,replaced,spring washers,addresses,1
loose,repositioned,clamps,addresses,1
loose,repositioned,oil return line,addresses,1
loose,resafetied,alternator,addresses,1
loose,resafetied,bolt,addresses,1
loose,resafetied,dipstick tube,addresses,1
loose,resafetied,filler tube,addresses,1
loose,resafetied,plugs,addresses,1
loose,resafetied,screws,addresses,1
loose,resafetied,tube,addresses,1
loose,resealed,baffle,addresses,1
loose,resealed,rtv,addresses,1
loose,resecured,baffle mount,addresses,1
loose,resecured,baffle screw,addresses,1
loose,resecured,baffle tie rod,addresses,1
loose,resecured,bracket,addresses,1
loose,resecured,cam lock,addresses,1
loose,resecured,carb heat box arm,addresses,1
loose,resecured,clamp,addresses,1
loose,resecured,clamps,addresses,1
loose,resecured,cowl seal,addresses,1
loose,resecured,cowl seals,addresses,1
loose,resecured,cowls,addresses,1
loose,resecured,foam seal,addresses,1
loose,resecured,pop rivets,addresses,1
loose,resecured,tie wire,addresses,1
loose,reswaged,intake tube inserts,addresses,1
loose,retightened,screw,addresses,1
loose,safetied,alternator,addresses,1
loose,safetied,bracket bolts,addresses,1
loose,sealed,bolt,addresses,1
loose,secured,,addresses,1
loose,secured,alternator,addresses,1
loose,secured,baffle seal material,addresses,1
loose,secured,baffle section,addresses,1
loose,secured,bolt,addresses,1
loose,secured,bracket,addresses,1
loose,secured,cable sheath,addresses,1
loose,secured,cap,addresses,1
loose,secured,clamp,addresses,1
loose,secured,clamps,addresses,1
loose,secured,dipstick tubes,addresses,1
loose,secured,drain clamp,addresses,1
loose,secured,hardware,addresses,1
loose,secured,lacing cord,addresses,1
loose,secured,output wire,addresses,1
loose,secured,pop rivet,addresses,1
loose,secured,safety wire,addresses,1
loose,secured,seals,addresses,1
loose,secured,section,addresses,1
loose,secured,starter front cap,addresses,1
loose,started removing,baffle,addresses,1
loose,tighten,screw,addresses,1
loose,tightened,alternator,addresses,1
loose,tightened,backing nut,addresses,1
loose,tightened,baffle connecting rod,addresses,1
loose,tightened,baffle mounting screw,addresses,1
loose,tightened,baffle seal,addresses,1
loose,tightened,baffle support,addresses,1
loose,tightened,baffle support rod,addresses,1
loose,tightened,bracket bolts,addresses,1
loose,tightened,cover screws,addresses,1
loose,tightened,dipstick tube,addresses,1
loose,tightened,engine ground cable,addresses,1
loose,tightened,filler tube,addresses,1
loose,tightened,fuel line support bracket,addresses,1
loose,tightened,ground cable,addresses,1
loose,tightened,hose clamp,addresses,1
loose,tightened,lines inches b inches nut,addresses,1
loose,tightened,lock nuts,addresses,1
loose,tightened,pop rivets,addresses,1
loose,tightened,rivet,addresses,1
loose,tightened,rivets,addresses,1
loose,tightened,rocker box cover screws,addresses,1
loose,tightened,staples,addresses,1
loose,tightened,starter front cap,addresses,1
loose,tightened,tie rod nut,addresses,1
loose,tightened,tube,addresses,1
loose,tightening,drain clamp,addresses,1
loose,torqued,bolt,addresses,1
lost,ran,aircraft,investigates,1
lost,replaced,cylinder assembly,addresses,1
loud bang,inspected,cylinder,investigates,1
loud bang,inspected,intake tube,investigates,1
loud knock,inspected,cabin,investigates,1
loud knock,inspected,engine,investigates,1
loud knock,inspected,m / r system,investigates,1
loud sound,ran,aircraft,investigates,1
loud tap,ran,aircraft,investigates,1
loud tap,ran up,aircraft,investigates,1
low,adjusted,aircraft,addresses,1
low,adjusted,engine,addresses,1
low,attempted staking,valves,investigates,1
low,borescoped,engine,investigates,1
low,chased threads,intake port,investigates,1
low,chased threads,threads,investigates,1
low,checked,valve,investigates,1
low,checks,aircraft,investigates,1
