node_id,label,type,mention_count,record_count
MAINT_ITEM:fdm card,fdm card,MAINT_ITEM,5,5
MAINT_ITEM:fingers,fingers,MAINT_ITEM,5,5
MAINT_ITEM:fitting,fitting,MAINT_ITEM,6,5
MAINT_ITEM:fuel pump,fuel pump,MAINT_ITEM,6,5
MAINT_ITEM:inlet,inlet,MAINT_ITEM,5,5
MAINT_ITEM:intake pipe,intake pipe,MAINT_ITEM,5,5
MAINT_ITEM:intercylinder baffle,intercylinder baffle,MAINT_ITEM,6,5
MAINT_ITEM:like materi,like materi,MAINT_ITEM,5,5
MAINT_ITEM:oil dipstick,oil dipstick,MAINT_ITEM,5,5
MAINT_ITEM:oil dipstick tube,oil dipstick tube,MAINT_ITEM,5,5
MAINT_ITEM:oil fill tube,oil fill tube,MAINT_ITEM,5,5
MAINT_ITEM:oil lines,oil lines,MAINT_ITEM,5,5
MAINT_ITEM:oil pressure line,oil pressure line,MAINT_ITEM,5,5
MAINT_ITEM:oil return,oil return,MAINT_ITEM,5,5
MAINT_ITEM:paint,paint,MAINT_ITEM,9,5
MAINT_ITEM:possible,possible,MAINT_ITEM,5,5
MAINT_ITEM:push rod seals,push rod seals,MAINT_ITEM,5,5
MAINT_ITEM:rings,rings,MAINT_ITEM,5,5
MAINT_ITEM:rocker box,rocker box,MAINT_ITEM,5,5
MAINT_ITEM:rocker box cover,rocker box cover,MAINT_ITEM,5,5
MAINT_ITEM:scroll,scroll,MAINT_ITEM,7,5
MAINT_ITEM:spiral wrap,spiral wrap,MAINT_ITEM,6,5
MAINT_ITEM:sprayer nozzle,sprayer nozzle,MAINT_ITEM,5,5
MAINT_ITEM:threads,threads,MAINT_ITEM,8,5
MAINT_ITEM:tip,tip,MAINT_ITEM,5,5
MAINT_ITEM:valve cover gaskets,valve cover gaskets,MAINT_ITEM,7,5
MAINT_ITEM:valve covers,valve covers,MAINT_ITEM,6,5
MAINT_ITEM:zip ties,zip ties,MAINT_ITEM,7,5
OP_CTX:after takeoff,after takeoff,OP_CTX,5,5
OP_CTX:during autorecovery,during autorecovery,OP_CTX,5,5
OP_CTX:during cruise,during cruise,OP_CTX,5,5
OP_CTX:during engine start,during engine start,OP_CTX,5,5
OP_CTX:during steep turns,during steep turns,OP_CTX,5,5
OP_CTX:full power,full power,OP_CTX,5,5
OP_CTX:in straight and level flight,in straight and level flight,OP_CTX,5,5
OP_CTX:in traffic pattern,in traffic pattern,OP_CTX,5,5
OP_CTX:while taxiing,while taxiing,OP_CTX,5,5
OUTCOME:unable to duplicate discrepancy,unable to duplicate discrepancy,OUTCOME,5,5
TECH_OBS:1800 rpm,1800 rpm,TECH_OBS,5,5
TECH_OBS:2,2,TECH_OBS,5,5
TECH_OBS:3500,3500,TECH_OBS,5,5
TECH_OBS:compression 30 / 80,compression 30 / 80,TECH_OBS,5,5
TECH_OBS:exhaust clearance . 033 inches,exhaust clearance . 033 inches,TECH_OBS,5,5
TECH_OBS:less than 5 %,less than 5 %,TECH_OBS,5,5
ABN_PROC:coming loose,coming loose,ABN_PROC,4,4
ABN_PROC:could not start,could not start,ABN_PROC,4,4
ABN_PROC:idles very irratically,idles very irratically,ABN_PROC,4,4
ABN_PROC:smoked out,smoked out,ABN_PROC,4,4
ACTION:assembled,assembled,ACTION,4,4
ACTION:attempted to start,attempted to start,ACTION,4,4
ACTION:borescoped,borescoped,ACTION,4,4
ACTION:clean,clean,ACTION,4,4
ACTION:dry tappet clearance check,dry tappet clearance check,ACTION,4,4
ACTION:finished installation,finished installation,ACTION,4,4
ACTION:finished installing,finished installing,ACTION,4,4
ACTION:fogged,fogged,ACTION,5,4
ACTION:further insp,further insp,ACTION,4,4
ACTION:leak and operations check,leak and operations check,ACTION,4,4
ACTION:loosened,loosened,ACTION,4,4
ACTION:measured,measured,ACTION,4,4
ACTION:researched,researched,ACTION,4,4
ACTION:reswedged,reswedged,ACTION,5,4
ACTION:retrieved,retrieved,ACTION,4,4
ACTION:started removing,started removing,ACTION,4,4
ACTION:stripped,stripped,ACTION,4,4
ACTION:swedged,swedged,ACTION,4,4
FAULT:bad compression,bad compression,FAULT,4,4
FAULT:high,high,FAULT,4,4
FAULT:several cracks,several cracks,FAULT,4,4
FAULT:tight,tight,FAULT,4,4
FAULT:wear,wear,FAULT,4,4
"LOC:1 , 2 and 4","1 , 2 and 4",LOC,5,4
LOC:connection point,connection point,LOC,4,4
LOC:left aft,left aft,LOC,4,4
LOC:left-hand /,left-hand /,LOC,4,4
LOC:number,number,LOC,4,4
LOC:number 1 - 3,number 1 - 3,LOC,4,4
LOC:number 1 and 3 side,number 1 and 3 side,LOC,4,4
"LOC:number 2 , 1","number 2 , 1",LOC,4,4
LOC:right side,right side,LOC,5,4
LOC:top and bottom,top and bottom,LOC,4,4
MAINT_ITEM:4 th stage nozzle,4 th stage nozzle,MAINT_ITEM,4,4
MAINT_ITEM:90 degrees bracket,90 degrees bracket,MAINT_ITEM,4,4
MAINT_ITEM:accessories,accessories,MAINT_ITEM,4,4
MAINT_ITEM:airframe,airframe,MAINT_ITEM,4,4
MAINT_ITEM:baffle button plug,baffle button plug,MAINT_ITEM,4,4
MAINT_ITEM:baffle connecting rod,baffle connecting rod,MAINT_ITEM,4,4
MAINT_ITEM:baffle material,baffle material,MAINT_ITEM,6,4
MAINT_ITEM:baffle tie rods,baffle tie rods,MAINT_ITEM,5,4
MAINT_ITEM:black baffle seal,black baffle seal,MAINT_ITEM,4,4
MAINT_ITEM:buttons,buttons,MAINT_ITEM,4,4
MAINT_ITEM:control cable,control cable,MAINT_ITEM,4,4
MAINT_ITEM:cooler,cooler,MAINT_ITEM,4,4
MAINT_ITEM:cylinder base,cylinder base,MAINT_ITEM,4,4
MAINT_ITEM:cylinder head,cylinder head,MAINT_ITEM,4,4
MAINT_ITEM:data plate,data plate,MAINT_ITEM,5,4
MAINT_ITEM:edges,edges,MAINT_ITEM,4,4
MAINT_ITEM:exhaust guide,exhaust guide,MAINT_ITEM,4,4
MAINT_ITEM:exhaust push rod seal,exhaust push rod seal,MAINT_ITEM,4,4
MAINT_ITEM:exhaust rocker,exhaust rocker,MAINT_ITEM,4,4
MAINT_ITEM:fdm card data,fdm card data,MAINT_ITEM,4,4
MAINT_ITEM:filter,filter,MAINT_ITEM,4,4
MAINT_ITEM:hose clamp,hose clamp,MAINT_ITEM,6,4
MAINT_ITEM:intake tube cylinder,intake tube cylinder,MAINT_ITEM,4,4
MAINT_ITEM:lifters,lifters,MAINT_ITEM,4,4
MAINT_ITEM:lock washer,lock washer,MAINT_ITEM,5,4
MAINT_ITEM:mags,mags,MAINT_ITEM,4,4
MAINT_ITEM:oil cooler hose,oil cooler hose,MAINT_ITEM,4,4
MAINT_ITEM:oil drain line,oil drain line,MAINT_ITEM,5,4
MAINT_ITEM:piston rings,piston rings,MAINT_ITEM,4,4
MAINT_ITEM:ring gear,ring gear,MAINT_ITEM,4,4
MAINT_ITEM:rivet head,rivet head,MAINT_ITEM,4,4
MAINT_ITEM:screen,screen,MAINT_ITEM,4,4
MAINT_ITEM:section,section,MAINT_ITEM,4,4
MAINT_ITEM:silicone gaskets,silicone gaskets,MAINT_ITEM,4,4
MAINT_ITEM:support,support,MAINT_ITEM,4,4
MAINT_ITEM:tab,tab,MAINT_ITEM,4,4
MAINT_ITEM:tangs,tangs,MAINT_ITEM,4,4
MAINT_ITEM:tubes,tubes,MAINT_ITEM,4,4
MAINT_ITEM:wrench,wrench,MAINT_ITEM,8,4
OP_CTX:after engine start up,after engine start up,OP_CTX,4,4
OP_CTX:after landing,after landing,OP_CTX,4,4
OP_CTX:during climb out,during climb out,OP_CTX,4,4
OP_CTX:during taxi,during taxi,OP_CTX,4,4
OP_CTX:in fl,in fl,OP_CTX,4,4
OUTCOME:no damage noted,no damage noted,OUTCOME,4,4
REFERENCE:lycoming overhaul,lycoming overhaul,REFERENCE,4,4
TECH_OBS:1 second,1 second,TECH_OBS,4,4
TECH_OBS:2720,2720,TECH_OBS,4,4
TECH_OBS:2720 rpm,2720 rpm,TECH_OBS,4,4
TECH_OBS:3 times,3 times,TECH_OBS,4,4
TECH_OBS:3400 rpm,3400 rpm,TECH_OBS,4,4
TECH_OBS:350 rpm,350 rpm,TECH_OBS,4,4
TECH_OBS:below 1150 rpm,below 1150 rpm,TECH_OBS,4,4
TECH_OBS:compression 48 / 80,compression 48 / 80,TECH_OBS,4,4
TECH_OBS:compression at 35,compression at 35,TECH_OBS,4,4
TECH_OBS:compression at 45 / 80,compression at 45 / 80,TECH_OBS,4,4
TECH_OBS:compression below 40 psi,compression below 40 psi,TECH_OBS,4,4
TECH_OBS:compression test was 35 / 80,compression test was 35 / 80,TECH_OBS,4,4
TECH_OBS:high rpm,high rpm,TECH_OBS,4,4
TECH_OBS:idle override,idle override,TECH_OBS,4,4
TECH_OBS:oil pressure read 100 - 105 psi,oil pressure read 100 - 105 psi,TECH_OBS,4,4
TECH_OBS:operating temperature,operating temperature,TECH_OBS,4,4
TECH_OBS:rpm ' s,rpm ' s,TECH_OBS,4,4
TECH_OBS:running fine,running fine,TECH_OBS,4,4
TECH_OBS:several places,several places,TECH_OBS,4,4
TECH_OBS:several times,several times,TECH_OBS,4,4
TECH_OBS:tension,tension,TECH_OBS,4,4
ABN_PROC:backfiring,backfiring,ABN_PROC,3,3
ABN_PROC:became incredibly rough,became incredibly rough,ABN_PROC,3,3
ABN_PROC:became rough,became rough,ABN_PROC,3,3
ABN_PROC:collecting,collecting,ABN_PROC,3,3
ABN_PROC:coming out,coming out,ABN_PROC,3,3
ABN_PROC:does not run,does not run,ABN_PROC,3,3
ABN_PROC:fell off,fell off,ABN_PROC,3,3
ABN_PROC:fluctuating,fluctuating,ABN_PROC,3,3
ABN_PROC:lost,lost,ABN_PROC,3,3
ABN_PROC:power reduc,power reduc,ABN_PROC,3,3
ABN_PROC:ran consistently rough,ran consistently rough,ABN_PROC,3,3
ABN_PROC:rough chopping noise,rough chopping noise,ABN_PROC,3,3
ABN_PROC:run rough,run rough,ABN_PROC,3,3
ABN_PROC:started normally,started normally,ABN_PROC,3,3
ABN_PROC:would not increase,would not increase,ABN_PROC,3,3
ABN_PROC:wouldn ' t go to full power,wouldn ' t go to full power,ABN_PROC,3,3
ACTION:added,added,ACTION,3,3
ACTION:attached,attached,ACTION,3,3
ACTION:began installing,began installing,ACTION,3,3
ACTION:canned,canned,ACTION,3,3
ACTION:completed assembly,completed assembly,ACTION,3,3
ACTION:completed removal,completed removal,ACTION,3,3
ACTION:compressions,compressions,ACTION,4,3
ACTION:drained,drained,ACTION,3,3
ACTION:dressed,dressed,ACTION,3,3
ACTION:firewall repair,firewall repair,ACTION,3,3
ACTION:fitting,fitting,ACTION,3,3
ACTION:galled,galled,ACTION,3,3
ACTION:magneto checks,magneto checks,ACTION,3,3
ACTION:mags check,mags check,ACTION,3,3
ACTION:observed,observed,ACTION,3,3
ACTION:ordered,ordered,ACTION,3,3
ACTION:put,put,ACTION,3,3
ACTION:rechecked,rechecked,ACTION,3,3
ACTION:repositioning,repositioning,ACTION,3,3
ACTION:restarted,restarted,ACTION,3,3
ACTION:run up leak check,run up leak check,ACTION,3,3
ACTION:separated,separated,ACTION,3,3
ACTION:started installation,started installation,ACTION,3,3
ACTION:swaged,swaged,ACTION,3,3
ACTION:swapped,swapped,ACTION,4,3
ACTION:tightening,tightening,ACTION,3,3
FAULT:broken off,broken off,FAULT,3,3
FAULT:fails,fails,FAULT,3,3
FAULT:nicked,nicked,FAULT,3,3
FAULT:not attached,not attached,FAULT,3,3
FAULT:not connected,not connected,FAULT,3,3
FAULT:scratch,scratch,FAULT,3,3
FAULT:sheared off,sheared off,FAULT,3,3
FAULT:zero,zero,FAULT,3,3
"LOC:1 , 2 , 4","1 , 2 , 4",LOC,3,3
LOC:1 and 2,1 and 2,LOC,3,3
LOC:3 or 4,3 or 4,LOC,3,3
LOC:alternate,alternate,LOC,3,3
LOC:below,below,LOC,3,3
LOC:forward inboard,forward inboard,LOC,3,3
LOC:forward side,forward side,LOC,3,3
LOC:left rear,left rear,LOC,4,3
LOC:left-hand bottom,left-hand bottom,LOC,3,3
LOC:lower aft,lower aft,LOC,4,3
LOC:next,next,LOC,3,3
"LOC:number 2 , 3 , and 4","number 2 , 3 , and 4",LOC,3,3
MAINT_ITEM:adel clamps,adel clamps,MAINT_ITEM,6,3
MAINT_ITEM:air filter box,air filter box,MAINT_ITEM,3,3
MAINT_ITEM:anchor assembly,anchor assembly,MAINT_ITEM,5,3
MAINT_ITEM:anchor standby assembly,anchor standby assembly,MAINT_ITEM,5,3
MAINT_ITEM:assembly,assembly,MAINT_ITEM,3,3
MAINT_ITEM:attaching hardware,attaching hardware,MAINT_ITEM,3,3
MAINT_ITEM:b nuts,b nuts,MAINT_ITEM,4,3
MAINT_ITEM:backbone bolt,backbone bolt,MAINT_ITEM,3,3
MAINT_ITEM:baffl,baffl,MAINT_ITEM,3,3
MAINT_ITEM:baffle access hole,baffle access hole,MAINT_ITEM,3,3
MAINT_ITEM:baffle brace,baffle brace,MAINT_ITEM,3,3
MAINT_ITEM:baffle button,baffle button,MAINT_ITEM,3,3
MAINT_ITEM:baffle corner,baffle corner,MAINT_ITEM,3,3
MAINT_ITEM:baffle cylinder,baffle cylinder,MAINT_ITEM,3,3
MAINT_ITEM:baffle mount screw,baffle mount screw,MAINT_ITEM,3,3
MAINT_ITEM:baffle plug doubler,baffle plug doubler,MAINT_ITEM,3,3
MAINT_ITEM:baffle plug holes,baffle plug holes,MAINT_ITEM,3,3
MAINT_ITEM:baffle spark plug,baffle spark plug,MAINT_ITEM,3,3
MAINT_ITEM:barrel nut,barrel nut,MAINT_ITEM,4,3
MAINT_ITEM:bolt hole,bolt hole,MAINT_ITEM,3,3
MAINT_ITEM:bulkhead,bulkhead,MAINT_ITEM,3,3
MAINT_ITEM:cables,cables,MAINT_ITEM,3,3
MAINT_ITEM:cam lock,cam lock,MAINT_ITEM,3,3
MAINT_ITEM:center,center,MAINT_ITEM,3,3
MAINT_ITEM:cowl bracket,cowl bracket,MAINT_ITEM,3,3
MAINT_ITEM:cowl shock mount,cowl shock mount,MAINT_ITEM,6,3
MAINT_ITEM:cowls,cowls,MAINT_ITEM,4,3
MAINT_ITEM:crew,crew,MAINT_ITEM,5,3
MAINT_ITEM:cylinder engine,cylinder engine,MAINT_ITEM,4,3
MAINT_ITEM:doubler plate,doubler plate,MAINT_ITEM,3,3
MAINT_ITEM:drain tube,drain tube,MAINT_ITEM,3,3
MAINT_ITEM:engine breather support,engine breather support,MAINT_ITEM,3,3
MAINT_ITEM:engine case,engine case,MAINT_ITEM,3,3
MAINT_ITEM:engine cover,engine cover,MAINT_ITEM,4,3
MAINT_ITEM:engine inlet,engine inlet,MAINT_ITEM,3,3
MAINT_ITEM:exhaust guides,exhaust guides,MAINT_ITEM,3,3
MAINT_ITEM:exhaust push rod tube,exhaust push rod tube,MAINT_ITEM,3,3
MAINT_ITEM:exhaust system,exhaust system,MAINT_ITEM,3,3
MAINT_ITEM:exhaust valve 2,exhaust valve 2,MAINT_ITEM,3,3
MAINT_ITEM:fasteners,fasteners,MAINT_ITEM,3,3
MAINT_ITEM:fittings,fittings,MAINT_ITEM,3,3
MAINT_ITEM:flight data,flight data,MAINT_ITEM,3,3
MAINT_ITEM:flywheel,flywheel,MAINT_ITEM,3,3
MAINT_ITEM:fuel injector line,fuel injector line,MAINT_ITEM,3,3
MAINT_ITEM:fuel lines,fuel lines,MAINT_ITEM,3,3
MAINT_ITEM:heat shroud air intake,heat shroud air intake,MAINT_ITEM,3,3
MAINT_ITEM:helicopter,helicopter,MAINT_ITEM,3,3
MAINT_ITEM:high temperature rtv,high temperature rtv,MAINT_ITEM,3,3
MAINT_ITEM:housing,housing,MAINT_ITEM,3,3
MAINT_ITEM:induction,induction,MAINT_ITEM,3,3
MAINT_ITEM:inserts,inserts,MAINT_ITEM,3,3
MAINT_ITEM:intake gasket tube,intake gasket tube,MAINT_ITEM,3,3
MAINT_ITEM:intake pipe gasket,intake pipe gasket,MAINT_ITEM,3,3
MAINT_ITEM:intake pipes,intake pipes,MAINT_ITEM,3,3
MAINT_ITEM:intake screen,intake screen,MAINT_ITEM,4,3
MAINT_ITEM:interior,interior,MAINT_ITEM,3,3
MAINT_ITEM:lock nuts,lock nuts,MAINT_ITEM,3,3
MAINT_ITEM:magnetos,magnetos,MAINT_ITEM,3,3
MAINT_ITEM:manufacturer,manufacturer,MAINT_ITEM,3,3
MAINT_ITEM:nacelle,nacelle,MAINT_ITEM,3,3
MAINT_ITEM:new hardware,new hardware,MAINT_ITEM,3,3
MAINT_ITEM:nutplate,nutplate,MAINT_ITEM,3,3
MAINT_ITEM:o - ring,o - ring,MAINT_ITEM,3,3
MAINT_ITEM:oil cooler bolt,oil cooler bolt,MAINT_ITEM,3,3
MAINT_ITEM:oil cooler flange,oil cooler flange,MAINT_ITEM,3,3
MAINT_ITEM:oil filter,oil filter,MAINT_ITEM,3,3
MAINT_ITEM:part,part,MAINT_ITEM,4,3
MAINT_ITEM:parts,parts,MAINT_ITEM,3,3
MAINT_ITEM:pistons,pistons,MAINT_ITEM,3,3
MAINT_ITEM:propeller cont,propeller cont,MAINT_ITEM,3,3
MAINT_ITEM:propeller governor,propeller governor,MAINT_ITEM,3,3
MAINT_ITEM:propeller tip,propeller tip,MAINT_ITEM,3,3
MAINT_ITEM:push rod seal,push rod seal,MAINT_ITEM,3,3
MAINT_ITEM:push rod tube seals,push rod tube seals,MAINT_ITEM,3,3
MAINT_ITEM:rocker box gasket,rocker box gasket,MAINT_ITEM,3,3
MAINT_ITEM:rocker shaft,rocker shaft,MAINT_ITEM,3,3
MAINT_ITEM:rubber baffle,rubber baffle,MAINT_ITEM,4,3
MAINT_ITEM:shaft,shaft,MAINT_ITEM,3,3
MAINT_ITEM:sniffler valve,sniffler valve,MAINT_ITEM,3,3
MAINT_ITEM:spark plug access hole,spark plug access hole,MAINT_ITEM,3,3
MAINT_ITEM:support bracket,support bracket,MAINT_ITEM,3,3
MAINT_ITEM:thrust buttons,thrust buttons,MAINT_ITEM,3,3
MAINT_ITEM:tie rods,tie rods,MAINT_ITEM,3,3
MAINT_ITEM:tie wire,tie wire,MAINT_ITEM,3,3
MAINT_ITEM:upper baffle seal,upper baffle seal,MAINT_ITEM,3,3
MAINT_ITEM:valve guide,valve guide,MAINT_ITEM,3,3
MAINT_ITEM:valve train,valve train,MAINT_ITEM,3,3
MAINT_ITEM:wire bundle,wire bundle,MAINT_ITEM,3,3
OP_CTX:60 secs after start,60 secs after start,OP_CTX,3,3
OP_CTX:a few high power man,a few high power man,OP_CTX,3,3
OP_CTX:after engine start lean procedure,after engine start lean procedure,OP_CTX,3,3
OP_CTX:after storage,after storage,OP_CTX,3,3
OP_CTX:during shutdown checklist,during shutdown checklist,OP_CTX,3,3
OP_CTX:during start up,during start up,OP_CTX,3,3
OP_CTX:off - site maintenance,off - site maintenance,OP_CTX,3,3
OP_CTX:on aircraft run up,on aircraft run up,OP_CTX,3,3
OP_CTX:on application of fu,on application of fu,OP_CTX,3,3
OP_CTX:on ground,on ground,OP_CTX,3,3
OP_CTX:on long final,on long final,OP_CTX,3,3
OP_CTX:on post run up,on post run up,OP_CTX,3,3
OP_CTX:on takeoff,on takeoff,OP_CTX,3,3
OP_CTX:start,start,OP_CTX,3,3
OP_CTX:takeoff,takeoff,OP_CTX,3,3
OP_CTX:unusual attitude,unusual attitude,OP_CTX,3,3
OP_CTX:while in level flight,while in level flight,OP_CTX,3,3
OUTCOME:goo,goo,OUTCOME,3,3
OUTCOME:no affect,no affect,OUTCOME,3,3
OUTCOME:no change,no change,OUTCOME,3,3
OUTCOME:no damage,no damage,OUTCOME,3,3
OUTCOME:no def,no def,OUTCOME,3,3
OUTCOME:no defects found,no defects found,OUTCOME,3,3
OUTCOME:no further action requir,no further action requir,OUTCOME,3,3
OUTCOME:no further defects noted,no further defects noted,OUTCOME,3,3
OUTCOME:no leaks,no leaks,OUTCOME,3,3
OUTCOME:no leaks noted,no leaks noted,OUTCOME,3,3
REFERENCE:lycom,lycom,REFERENCE,3,3
REFERENCE:maintenance manual,maintenance manual,REFERENCE,3,3
REFERENCE:standard reference material,standard reference material,REFERENCE,3,3
TECH_OBS:031 inches,031 inches,TECH_OBS,3,3
TECH_OBS:032 inches,032 inches,TECH_OBS,3,3
TECH_OBS:033 inches,033 inches,TECH_OBS,3,3
TECH_OBS:035 inches,035 inches,TECH_OBS,3,3
TECH_OBS:1200 rp,1200 rp,TECH_OBS,3,3
TECH_OBS:1560,1560,TECH_OBS,3,3
TECH_OBS:1700 rpm,1700 rpm,TECH_OBS,3,3
TECH_OBS:20 / 80,20 / 80,TECH_OBS,3,3
TECH_OBS:200 - 300 rpm,200 - 300 rpm,TECH_OBS,3,3
TECH_OBS:3 seconds,3 seconds,TECH_OBS,3,3
TECH_OBS:30 seconds before los,30 seconds before los,TECH_OBS,3,3
TECH_OBS:40 / 80,40 / 80,TECH_OBS,3,3
TECH_OBS:75,75,TECH_OBS,3,3
TECH_OBS:approximately 280,approximately 280,TECH_OBS,3,3
TECH_OBS:battery,battery,TECH_OBS,3,3
TECH_OBS:compression 18 / 80,compression 18 / 80,TECH_OBS,3,3
TECH_OBS:compression 30 pounds,compression 30 pounds,TECH_OBS,3,3
TECH_OBS:compression 5 / 80,compression 5 / 80,TECH_OBS,3,3
TECH_OBS:compression 59 / 80,compression 59 / 80,TECH_OBS,3,3
TECH_OBS:egt,egt,TECH_OBS,3,3
TECH_OBS:exhaust clearance . 035 inches,exhaust clearance . 035 inches,TECH_OBS,3,3
TECH_OBS:idle setting,idle setting,TECH_OBS,3,3
TECH_OBS:lower temperat,lower temperat,TECH_OBS,3,3
TECH_OBS:magneto drops,magneto drops,TECH_OBS,3,3
TECH_OBS:multiple places,multiple places,TECH_OBS,3,3
TECH_OBS:operating temps,operating temps,TECH_OBS,3,3
TECH_OBS:rpm about 2850,rpm about 2850,TECH_OBS,3,3
TECH_OBS:tappet clearance,tappet clearance,TECH_OBS,3,3
ABN_PROC:air noted,air noted,ABN_PROC,2,2
ABN_PROC:broke off,broke off,ABN_PROC,2,2
ABN_PROC:coming from exhaust,coming from exhaust,ABN_PROC,2,2
ABN_PROC:contacted,contacted,ABN_PROC,2,2
ABN_PROC:coughed,coughed,ABN_PROC,2,2
ABN_PROC:hitting,hitting,ABN_PROC,2,2
ABN_PROC:hoisting loop,hoisting loop,ABN_PROC,2,2
ABN_PROC:killed,killed,ABN_PROC,2,2
ABN_PROC:leakin,leakin,ABN_PROC,2,2
ABN_PROC:leaky,leaky,ABN_PROC,2,2
ABN_PROC:loud tap,loud tap,ABN_PROC,2,2
ABN_PROC:momentary power hesitation,momentary power hesitation,ABN_PROC,2,2
ABN_PROC:running extremely rough,running extremely rough,ABN_PROC,2,2
ABN_PROC:runs cold,runs cold,ABN_PROC,2,2
ABN_PROC:seepage,seepage,ABN_PROC,2,2
ABN_PROC:shakes violently,shakes violently,ABN_PROC,2,2
ABN_PROC:shock violently,shock violently,ABN_PROC,2,2
ABN_PROC:slight power loss,slight power loss,ABN_PROC,2,2
ABN_PROC:sounded like,sounded like,ABN_PROC,2,2
ABN_PROC:sputter,sputter,ABN_PROC,2,2
ABN_PROC:sputtered,sputtered,ABN_PROC,2,2
ABN_PROC:started running rough shortly,started running rough shortly,ABN_PROC,2,2
ABN_PROC:unable to start,unable to start,ABN_PROC,2,2
ABN_PROC:vibrated,vibrated,ABN_PROC,2,2
ABN_PROC:weeping,weeping,ABN_PROC,2,2
ABN_PROC:will not start,will not start,ABN_PROC,2,2
ABN_PROC:would sputter,would sputter,ABN_PROC,2,2
ACTION:adjustment,adjustment,ACTION,2,2
ACTION:analyzed,analyzed,ACTION,2,2
ACTION:assisted start,assisted start,ACTION,2,2
ACTION:began disassembly,began disassembly,ACTION,2,2
ACTION:began fabricating,began fabricating,ACTION,2,2
ACTION:began performing,began performing,ACTION,2,2
ACTION:began replacement,began replacement,ACTION,2,2
ACTION:bore scoped,bore scoped,ACTION,2,2
ACTION:capped,capped,ACTION,2,2
ACTION:cleaned up,cleaned up,ACTION,2,2
ACTION:cleaning,cleaning,ACTION,2,2
ACTION:cleared,cleared,ACTION,2,2
ACTION:continued wiring,continued wiring,ACTION,2,2
ACTION:cowled,cowled,ACTION,2,2
ACTION:dry tappet cl,dry tappet cl,ACTION,2,2
ACTION:finished reaming,finished reaming,ACTION,2,2
ACTION:fitting removed,fitting removed,ACTION,2,2
ACTION:fixed,fixed,ACTION,2,2
ACTION:further inspection,further inspection,ACTION,2,2
ACTION:hand spun,hand spun,ACTION,2,2
ACTION:idle mixture check,idle mixture check,ACTION,2,2
ACTION:installe,installe,ACTION,2,2
ACTION:installled,installled,ACTION,2,2
ACTION:leaned,leaned,ACTION,2,2
ACTION:leaned mixture,leaned mixture,ACTION,2,2
ACTION:located,located,ACTION,2,2
ACTION:lubed,lubed,ACTION,2,2
ACTION:made,made,ACTION,2,2
ACTION:mounted,mounted,ACTION,2,2
ACTION:moved,moved,ACTION,2,2
ACTION:oil change,oil change,ACTION,2,2
ACTION:overspeed insp,overspeed insp,ACTION,2,2
ACTION:patching,patching,ACTION,2,2
ACTION:positioned too,positioned too,ACTION,2,2
ACTION:pre - oiled,pre - oiled,ACTION,2,2
ACTION:prepared,prepared,ACTION,2,2
ACTION:read,read,ACTION,2,2
ACTION:reassembly,reassembly,ACTION,2,2
ACTION:received,received,ACTION,2,2
ACTION:recrimped,recrimped,ACTION,2,2
ACTION:refastened,refastened,ACTION,2,2
ACTION:reglued,reglued,ACTION,3,2
ACTION:reindexed,reindexed,ACTION,2,2
ACTION:removing,removing,ACTION,2,2
ACTION:repla,repla,ACTION,2,2
ACTION:resafety,resafety,ACTION,2,2
ACTION:resafety wired,resafety wired,ACTION,2,2
ACTION:rescured,rescured,ACTION,2,2
ACTION:retightened,retightened,ACTION,2,2
ACTION:review,review,ACTION,2,2
ACTION:rigged,rigged,ACTION,2,2
ACTION:rotated,rotated,ACTION,2,2
ACTION:sealed up,sealed up,ACTION,2,2
ACTION:secure,secure,ACTION,2,2
ACTION:sent,sent,ACTION,2,2
ACTION:set,set,ACTION,2,2
ACTION:started disassembly,started disassembly,ACTION,2,2
ACTION:started to remove,started to remove,ACTION,2,2
ACTION:straightened,straightened,ACTION,2,2
ACTION:tapped,tapped,ACTION,2,2
ACTION:test,test,ACTION,2,2
ACTION:tightened down,tightened down,ACTION,2,2
ACTION:transferred,transferred,ACTION,2,2
ACTION:tried,tried,ACTION,2,2
ACTION:tried staking,tried staking,ACTION,2,2
ACTION:trimmed,trimmed,ACTION,2,2
ACTION:unsecured,unsecured,ACTION,2,2
ACTION:warmed up,warmed up,ACTION,2,2
FAULT:blocked,blocked,FAULT,2,2
FAULT:cold,cold,FAULT,2,2
FAULT:enlarged,enlarged,FAULT,2,2
FAULT:excessive fretting,excessive fretting,FAULT,2,2
FAULT:faulty,faulty,FAULT,2,2
FAULT:fouled,fouled,FAULT,2,2
FAULT:kinked,kinked,FAULT,2,2
FAULT:no egt,no egt,FAULT,2,2
FAULT:no rise,no rise,FAULT,2,2
FAULT:not hitting,not hitting,FAULT,2,2
FAULT:not hooked up,not hooked up,FAULT,2,2
FAULT:not removed,not removed,FAULT,2,2
FAULT:not secured,not secured,FAULT,2,2
FAULT:out of place,out of place,FAULT,2,2
FAULT:red x,red x,FAULT,2,2
FAULT:split,split,FAULT,2,2
FAULT:too large,too large,FAULT,2,2
FAULT:too short,too short,FAULT,2,2
FAULT:unusual indication,unusual indication,FAULT,2,2
FAULT:zero compression,zero compression,FAULT,2,2
"LOC:1 , 2 , 3","1 , 2 , 3",LOC,2,2
LOC:3,3,LOC,2,2
