source,relation,target,record_count
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:intake gasket tube,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:intake tubes,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:lifting eye,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:oil breather,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:oil plug,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:oil return line,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:push rod exhaust housing gasket,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:push rod seal,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:rings,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:rocker,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:seal,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:seal shows signs,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:spine,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:valve cover gasket,2
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:valve cover gaskets,2
ABN_PROC:leaking through,ISSUE_ON_ITEM,MAINT_ITEM:exhaust valve,2
ABN_PROC:leaks,ISSUE_ON_ITEM,MAINT_ITEM:backbone bolt,2
ABN_PROC:leaks,ISSUE_ON_ITEM,MAINT_ITEM:intake tube,2
ABN_PROC:leaks,ISSUE_ON_ITEM,MAINT_ITEM:rocker cover seal,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle bolt,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle brackets,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle mount screw,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle plug,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle seal rivets,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle seal staples,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle support,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle support bracket,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle tie rod,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle tie wire,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:bolts,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:cyls,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:dipstick tube,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:fire seal,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:fitting,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:grounding bolt,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:grounding strap bolt,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:hardware,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:hose clamp,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:propeller governor,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:rocker covers,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:rocker drain line,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:rocker drain lines,2
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:upper baffle seal,2
ABN_PROC:lost,ISSUE_ON_ITEM,MAINT_ITEM:cylinder,2
ABN_PROC:loud tap,ISSUE_ON_ITEM,MAINT_ITEM:aircraft,2
FAULT:missing,ISSUE_ON_ITEM,MAINT_ITEM:baffle screws,2
FAULT:missing,ISSUE_ON_ITEM,MAINT_ITEM:bolts,2
FAULT:missing,ISSUE_ON_ITEM,MAINT_ITEM:intake,2
FAULT:missing,ISSUE_ON_ITEM,MAINT_ITEM:outer nut,2
FAULT:missing,ISSUE_ON_ITEM,MAINT_ITEM:screws,2
ABN_PROC:momentary power hesitation,ISSUE_ON_ITEM,MAINT_ITEM:engine,2
FAULT:no egt,ISSUE_ON_ITEM,MAINT_ITEM:cylinder,2
FAULT:not hitting,ISSUE_ON_ITEM,MAINT_ITEM:mixture control,2
FAULT:not removed,ISSUE_ON_ITEM,MAINT_ITEM:paint,2
ABN_PROC:oil leak,ISSUE_ON_ITEM,MAINT_ITEM:engine section,2
ABN_PROC:oil leak,ISSUE_ON_ITEM,MAINT_ITEM:hoisting loop,2
ABN_PROC:oil leak,ISSUE_ON_ITEM,MAINT_ITEM:vacuum pump,2
ABN_PROC:oversped,ISSUE_ON_ITEM,MAINT_ITEM:engine,2
FAULT:pulled through,ISSUE_ON_ITEM,MAINT_ITEM:rivets,2
ABN_PROC:running extremely rough,ISSUE_ON_ITEM,MAINT_ITEM:engine,2
ABN_PROC:runs cold,ISSUE_ON_ITEM,MAINT_ITEM:cylinder,2
FAULT:scored,ISSUE_ON_ITEM,MAINT_ITEM:exhaust push rod,2
FAULT:scored,ISSUE_ON_ITEM,MAINT_ITEM:push rod,2
ABN_PROC:seepage,ISSUE_ON_ITEM,MAINT_ITEM:push rod exhaust tube,2
ABN_PROC:seeping,ISSUE_ON_ITEM,MAINT_ITEM:case halves,2
ABN_PROC:seeping,ISSUE_ON_ITEM,MAINT_ITEM:crankshaft seal,2
ABN_PROC:seeping,ISSUE_ON_ITEM,MAINT_ITEM:propeller shaft seal,2
ABN_PROC:shakes violently,ISSUE_ON_ITEM,MAINT_ITEM:engine,2
ABN_PROC:shock violently,ISSUE_ON_ITEM,MAINT_ITEM:engine,2
ABN_PROC:sounded like,ISSUE_ON_ITEM,MAINT_ITEM:engine,2
ABN_PROC:sputtered,ISSUE_ON_ITEM,MAINT_ITEM:engine,2
ABN_PROC:started running rough shortly,ISSUE_ON_ITEM,MAINT_ITEM:engine,2
ABN_PROC:sticking,ISSUE_ON_ITEM,MAINT_ITEM:cylinder valve,2
FAULT:stripped,ISSUE_ON_ITEM,MAINT_ITEM:rivnut,2
FAULT:tight,ISSUE_ON_ITEM,MAINT_ITEM:exhaust guide,2
FAULT:too short,ISSUE_ON_ITEM,MAINT_ITEM:exhaust push rod,2
FAULT:torn,ISSUE_ON_ITEM,MAINT_ITEM:cowl shock mount,2
FAULT:torn,ISSUE_ON_ITEM,MAINT_ITEM:intake boot,2
FAULT:torn,ISSUE_ON_ITEM,MAINT_ITEM:intake gasket,2
FAULT:torn,ISSUE_ON_ITEM,MAINT_ITEM:rocker cover gaskets,2
ABN_PROC:unable to start,ISSUE_ON_ITEM,MAINT_ITEM:engine,2
FAULT:unusual indication,ISSUE_ON_ITEM,MAINT_ITEM:cylinder,2
ABN_PROC:vibrated,ISSUE_ON_ITEM,MAINT_ITEM:engine,2
ABN_PROC:wearing,ISSUE_ON_ITEM,MAINT_ITEM:seal,2
ABN_PROC:weeping,ISSUE_ON_ITEM,MAINT_ITEM:intake push rod tube inner seal,2
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:access plug,2
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:baffle button,2
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:baffle hole,2
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:baffle hole plugs,2
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:baffle plug holes,2
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:cowl seal,2
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:exhaust rocker,2
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:intake screen,2
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:muffler shroud,2
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:tabs,2
ABN_PROC:would sputter,ISSUE_ON_ITEM,MAINT_ITEM:engine,2
FAULT:zero compression,ISSUE_ON_ITEM,MAINT_ITEM:cylinder,2
TECH_OBS:1 / 8 inches long,OBSERVATION_OF_ITEM,MAINT_ITEM:ferrous chip,2
TECH_OBS:1 second,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,2
TECH_OBS:1 second,OBSERVATION_OF_ITEM,MAINT_ITEM:propeller,2
TECH_OBS:1600 rpm,OBSERVATION_OF_ITEM,MAINT_ITEM:throttle,2
TECH_OBS:25 pounds,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,2
TECH_OBS:2720,OBSERVATION_OF_ITEM,MAINT_ITEM:propeller,2
TECH_OBS:2770 rpm,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,2
TECH_OBS:3 seconds,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,2
TECH_OBS:55,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,2
TECH_OBS:7 - 10 secs,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,2
TECH_OBS:78 / 80,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,2
TECH_OBS:about 2 minutes,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,2
TECH_OBS:approximately 3 seconds,OBSERVATION_OF_ITEM,MAINT_ITEM:propeller,2
TECH_OBS:cht and egt,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,2
TECH_OBS:compression,OBSERVATION_OF_ITEM,MAINT_ITEM:valve,2
TECH_OBS:compression,OBSERVATION_OF_ITEM,MAINT_ITEM:valves,2
TECH_OBS:compression 16 / 80,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,2
TECH_OBS:compression 20 / 80 psi,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,2
TECH_OBS:compression 58 / 80,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,2
TECH_OBS:drop,OBSERVATION_OF_ITEM,MAINT_ITEM:magneto,2
TECH_OBS:exhaust clearance . 034 inches,OBSERVATION_OF_ITEM,MAINT_ITEM:exhaust valve,2
TECH_OBS:full rich,OBSERVATION_OF_ITEM,MAINT_ITEM:mixture control,2
TECH_OBS:idle,OBSERVATION_OF_ITEM,MAINT_ITEM:throttle,2
TECH_OBS:idle mixture,OBSERVATION_OF_ITEM,MAINT_ITEM:aircraft,2
TECH_OBS:idle setting,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,2
TECH_OBS:momentary,OBSERVATION_OF_ITEM,MAINT_ITEM:valve,2
TECH_OBS:oil pressure read 100 - 105 psi,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,2
TECH_OBS:operating temperature,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,2
TECH_OBS:ran smoother,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,2
TECH_OBS:rpm,OBSERVATION_OF_ITEM,MAINT_ITEM:aircraft,2
TECH_OBS:several times,OBSERVATION_OF_ITEM,MAINT_ITEM:aircraft,2
TECH_OBS:several times,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,2
TECH_OBS:specs,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,2
TECH_OBS:started and idled normally,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,2
ACTION:applied,OCCURS_UNDER_CONTEXT,OP_CTX:full power smoothly,2
ABN_PROC:backfired,OCCURS_UNDER_CONTEXT,OP_CTX:while in a hover,2
FAULT:cold,OCCURS_UNDER_CONTEXT,OP_CTX:during run up,2
ABN_PROC:coughed,OCCURS_UNDER_CONTEXT,OP_CTX:anytime rpms were b,2
ABN_PROC:coughed,OCCURS_UNDER_CONTEXT,OP_CTX:while taxiing,2
FAULT:cracked,OCCURS_UNDER_CONTEXT,OP_CTX:on compression test,2
ABN_PROC:exceeded,OCCURS_UNDER_CONTEXT,OP_CTX:during flight,2
FAULT:faulty,OCCURS_UNDER_CONTEXT,OP_CTX:on run up,2
ABN_PROC:lost,OCCURS_UNDER_CONTEXT,OP_CTX:during landing,2
ABN_PROC:loud tap,OCCURS_UNDER_CONTEXT,OP_CTX:at full throttle,2
ABN_PROC:loud tap,OCCURS_UNDER_CONTEXT,OP_CTX:during power on stall,2
ABN_PROC:partial power loss,OCCURS_UNDER_CONTEXT,OP_CTX:during climb,2
ACTION:ran,OCCURS_UNDER_CONTEXT,OP_CTX:after engine start lean procedure,2
ABN_PROC:ran rough,OCCURS_UNDER_CONTEXT,OP_CTX:during run up,2
ABN_PROC:ran very rough,OCCURS_UNDER_CONTEXT,OP_CTX:during start up,2
ABN_PROC:ran very rough,OCCURS_UNDER_CONTEXT,OP_CTX:during takeoff at ckn,2
ABN_PROC:ran very rough,OCCURS_UNDER_CONTEXT,OP_CTX:on right engine start,2
ABN_PROC:ran very rough,OCCURS_UNDER_CONTEXT,OP_CTX:on start up,2
ABN_PROC:rough,OCCURS_UNDER_CONTEXT,OP_CTX:on start,2
ABN_PROC:rough,OCCURS_UNDER_CONTEXT,OP_CTX:on takeoff,2
ABN_PROC:rough running,OCCURS_UNDER_CONTEXT,OP_CTX:on start,2
ABN_PROC:roughness,OCCURS_UNDER_CONTEXT,OP_CTX:on approach,2
ABN_PROC:rpm dropped,OCCURS_UNDER_CONTEXT,OP_CTX:run up,2
ABN_PROC:running rough,OCCURS_UNDER_CONTEXT,OP_CTX:during flight,2
ABN_PROC:runs rough,OCCURS_UNDER_CONTEXT,OP_CTX:after start,2
ABN_PROC:runs rough,OCCURS_UNDER_CONTEXT,OP_CTX:on start,2
ABN_PROC:shock violently,OCCURS_UNDER_CONTEXT,OP_CTX:during run up,2
ABN_PROC:shutdown,OCCURS_UNDER_CONTEXT,OP_CTX:during run up,2
ABN_PROC:slight power loss,OCCURS_UNDER_CONTEXT,OP_CTX:takeoff,2
ABN_PROC:sounded like,OCCURS_UNDER_CONTEXT,OP_CTX:during late takeoff roll and pattern,2
ABN_PROC:sputtered,OCCURS_UNDER_CONTEXT,OP_CTX:anytime rpms were b,2
ABN_PROC:sputtered,OCCURS_UNDER_CONTEXT,OP_CTX:while taxiing,2
ABN_PROC:started running rough,OCCURS_UNDER_CONTEXT,OP_CTX:in flight,2
ABN_PROC:started running rough shortly,OCCURS_UNDER_CONTEXT,OP_CTX:after takeoff,2
ABN_PROC:very rough,OCCURS_UNDER_CONTEXT,OP_CTX:after start - does not run at idle,2
ABN_PROC:vibrated,OCCURS_UNDER_CONTEXT,OP_CTX:throughout flight,2
ABN_PROC:vibrations,OCCURS_UNDER_CONTEXT,OP_CTX:during engine start,2
ACTION:adju,ACTION_ADDRESSES_ISSUE,ABN_PROC:could not start,1
ACTION:adju,ACTION_ADDRESSES_ISSUE,ABN_PROC:idling too low,1
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,ABN_PROC:backfired,1
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,FAULT:excessive free play,1
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,FAULT:failed,1
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,ABN_PROC:hitting,1
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,FAULT:no rpm rise,1
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,ABN_PROC:ran rough,1
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,ABN_PROC:rpm dropped,1
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,ABN_PROC:runs,1
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,ABN_PROC:would not latch,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,FAULT:chafed,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,ABN_PROC:coming loose,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,FAULT:crack,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,FAULT:loose,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,FAULT:metal found in oil,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,FAULT:missing,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,ABN_PROC:oil leak,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,ABN_PROC:rubbing,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,ABN_PROC:rubbing together,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,FAULT:tear,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,FAULT:wear,1
ACTION:applied,ACTION_ADDRESSES_ISSUE,ABN_PROC:wearing,1
ACTION:assembled,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:assembled,ACTION_ADDRESSES_ISSUE,FAULT:loose,1
ACTION:began fabricating,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:began installation,ACTION_ADDRESSES_ISSUE,ABN_PROC:vibration,1
ACTION:began reaming,ACTION_ADDRESSES_ISSUE,FAULT:stuck,1
ACTION:began replacement,ACTION_ADDRESSES_ISSUE,ABN_PROC:idles very irratically,1
ACTION:began replacing,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:canned,ACTION_ADDRESSES_ISSUE,FAULT:damaged,1
ACTION:clean,ACTION_ADDRESSES_ISSUE,ABN_PROC:ran rough,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,FAULT:chafed,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,FAULT:cracks,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,FAULT:damaged,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,ABN_PROC:fell off,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,ABN_PROC:grinding noise,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,ABN_PROC:jumps into red,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,ABN_PROC:leakin,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,FAULT:loose,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,FAULT:missing,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,FAULT:no egt,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,ABN_PROC:runs rough,1
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,ABN_PROC:won ' t tighten,1
ACTION:cleaned up,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:cleared,ACTION_ADDRESSES_ISSUE,ABN_PROC:decreased to zero,1
ACTION:cleared,ACTION_ADDRESSES_ISSUE,ABN_PROC:running extremely roug,1
ACTION:completed install,ACTION_ADDRESSES_ISSUE,FAULT:low,1
ACTION:completed installation,ACTION_ADDRESSES_ISSUE,ABN_PROC:became incredibly rough,1
ACTION:completed installation,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:completed installation,ACTION_ADDRESSES_ISSUE,FAULT:low,1
ACTION:completed reassembly,ACTION_ADDRESSES_ISSUE,FAULT:failed,1
ACTION:completed reassembly,ACTION_ADDRESSES_ISSUE,ABN_PROC:roughness,1
ACTION:completed reassembly,ACTION_ADDRESSES_ISSUE,ABN_PROC:shaking,1
ACTION:completed reassembly,ACTION_ADDRESSES_ISSUE,FAULT:sheared,1
ACTION:completed reassembly,ACTION_ADDRESSES_ISSUE,ABN_PROC:started running rough,1
ACTION:completed reassembly,ACTION_ADDRESSES_ISSUE,ABN_PROC:vibrating,1
ACTION:completed reinstallation,ACTION_ADDRESSES_ISSUE,FAULT:no compression,1
ACTION:continued repairing,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:corrective action,ACTION_ADDRESSES_ISSUE,ABN_PROC:leaking,1
ACTION:cylinder installation,ACTION_ADDRESSES_ISSUE,ABN_PROC:vibration,1
ACTION:deriveted,ACTION_ADDRESSES_ISSUE,FAULT:sheared,1
ACTION:disassembled,ACTION_ADDRESSES_ISSUE,ABN_PROC:vibrating,1
ACTION:dressed,ACTION_ADDRESSES_ISSUE,FAULT:damaged,1
ACTION:dressed,ACTION_ADDRESSES_ISSUE,ABN_PROC:leaking,1
ACTION:drilled,ACTION_ADDRESSES_ISSUE,FAULT:broken,1
ACTION:drilled off,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:drilled out,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:engine change,ACTION_ADDRESSES_ISSUE,ABN_PROC:vibrations,1
ACTION:fabricated,ACTION_ADDRESSES_ISSUE,FAULT:crack,1
ACTION:fabricated,ACTION_ADDRESSES_ISSUE,FAULT:elongated,1
ACTION:fastened,ACTION_ADDRESSES_ISSUE,FAULT:torn,1
ACTION:filled,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:finished grounding,ACTION_ADDRESSES_ISSUE,FAULT:low,1
ACTION:finished installation,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:finished installation,ACTION_ADDRESSES_ISSUE,FAULT:low,1
ACTION:finished installation,ACTION_ADDRESSES_ISSUE,ABN_PROC:vibration,1
ACTION:finished installation,ACTION_ADDRESSES_ISSUE,FAULT:wear,1
ACTION:finished reaming,ACTION_ADDRESSES_ISSUE,ABN_PROC:rough running,1
ACTION:finished reaming,ACTION_ADDRESSES_ISSUE,FAULT:stuck,1
ACTION:finished reaming,ACTION_ADDRESSES_ISSUE,ABN_PROC:vibration,1
ACTION:finished reassembly,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:finished reinstallation,ACTION_ADDRESSES_ISSUE,ABN_PROC:coughed often,1
ACTION:fitted,ACTION_ADDRESSES_ISSUE,FAULT:bad compression,1
ACTION:fitted,ACTION_ADDRESSES_ISSUE,FAULT:burnt,1
ACTION:fitted,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:fitting,ACTION_ADDRESSES_ISSUE,ABN_PROC:leak,1
ACTION:fitting,ACTION_ADDRESSES_ISSUE,FAULT:low,1
ACTION:gapped,ACTION_ADDRESSES_ISSUE,FAULT:missing,1
ACTION:gapped,ACTION_ADDRESSES_ISSUE,ABN_PROC:runs rough,1
ACTION:ground,ACTION_ADDRESSES_ISSUE,ABN_PROC:ran rough,1
ACTION:ground,ACTION_ADDRESSES_ISSUE,ABN_PROC:wouldn ' t go to full power,1
ACTION:ground seat,ACTION_ADDRESSES_ISSUE,ABN_PROC:leaking,1
ACTION:ground seat,ACTION_ADDRESSES_ISSUE,FAULT:low,1
ACTION:honed,ACTION_ADDRESSES_ISSUE,ABN_PROC:leaking,1
ACTION:install,ACTION_ADDRESSES_ISSUE,FAULT:worn,1
ACTION:installation,ACTION_ADDRESSES_ISSUE,FAULT:low,1
ACTION:installation,ACTION_ADDRESSES_ISSUE,ABN_PROC:ran rough,1
ACTION:installation,ACTION_ADDRESSES_ISSUE,ABN_PROC:sticking,1
ACTION:installation,ACTION_ADDRESSES_ISSUE,ABN_PROC:wouldn ' t go to full power,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:broke,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:broke off,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ACTION:canned,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:coming from exhaust,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:coughed often,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:cracks,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:excessive,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:gone,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:gouged,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:high frequency vibration,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:leaking through,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:no compression,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:no egt indictaed,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:no threads showing,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:not hooked up,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:not removed,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:out,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:pulled free,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:ran rough,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:ripped,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:rough running,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:running rough,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:runs cold,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:shakes violently,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:sheared off,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:smoked out,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:staple pulled through,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:started running rough,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:tearing off,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:too many damaged,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:unable to start,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:vibrating,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:wearing into,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:worn through,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:wrong position,1
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:zero compression,1
ACTION:installed riveted,ACTION_ADDRESSES_ISSUE,FAULT:worn,1
ACTION:installing,ACTION_ADDRESSES_ISSUE,FAULT:crack,1
ACTION:installing,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:lapped,ACTION_ADDRESSES_ISSUE,FAULT:burnt,1
ACTION:lapped,ACTION_ADDRESSES_ISSUE,ABN_PROC:ran rough,1
ACTION:lapped,ACTION_ADDRESSES_ISSUE,ABN_PROC:wouldn ' t go to full power,1
ACTION:leaned,ACTION_ADDRESSES_ISSUE,ABN_PROC:would not start,1
ACTION:located,ACTION_ADDRESSES_ISSUE,FAULT:missing,1
ACTION:loosened,ACTION_ADDRESSES_ISSUE,FAULT:loose,1
ACTION:made,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:made,ACTION_ADDRESSES_ISSUE,FAULT:cracks,1
ACTION:made,ACTION_ADDRESSES_ISSUE,FAULT:torn,1
ACTION:moved,ACTION_ADDRESSES_ISSUE,ABN_PROC:rubbing,1
ACTION:moved,ACTION_ADDRESSES_ISSUE,ABN_PROC:rubbing together,1
ACTION:painted,ACTION_ADDRESSES_ISSUE,FAULT:broken,1
ACTION:painted,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:painted,ACTION_ADDRESSES_ISSUE,FAULT:cracks,1
ACTION:patched,ACTION_ADDRESSES_ISSUE,FAULT:crack,1
ACTION:patched,ACTION_ADDRESSES_ISSUE,FAULT:missing,1
ACTION:patched,ACTION_ADDRESSES_ISSUE,FAULT:worn,1
ACTION:prepped,ACTION_ADDRESSES_ISSUE,ABN_PROC:roughness,1
ACTION:primed,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:procured,ACTION_ADDRESSES_ISSUE,FAULT:cracked,1
ACTION:put,ACTION_ADDRESSES_ISSUE,FAULT:bend,1
ACTION:put,ACTION_ADDRESSES_ISSUE,ABN_PROC:chafing,1
ACTION:put,ACTION_ADDRESSES_ISSUE,FAULT:loose,1
ACTION:put,ACTION_ADDRESSES_ISSUE,FAULT:worn,1
ACTION:re,ACTION_ADDRESSES_ISSUE,FAULT:broken,1
