source,relation,target,record_count
MAINT_ITEM:crankshaft,HAS_PART,MAINT_ITEM:oil seal,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:adel clamp,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle mount,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle patch,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle support,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:baffle wire,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:clamp,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:cowl seal,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:engine,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:exhaust push rod,3
MAINT_ITEM:cylinder,HAS_PART,"MAINT_ITEM:exhaust valve , two",3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:fod,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:gaskets,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:housing,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:lines,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:rocker drain line,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:rockers,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:seal,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:tie rod,3
MAINT_ITEM:cylinder,HAS_PART,MAINT_ITEM:valve guide,3
MAINT_ITEM:cylinder baffling,HAS_PART,MAINT_ITEM:screw,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:accessory case,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:air filter,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle access hole,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle bolt,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle buttons,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:baffle screws,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:case,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:chafe tape,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:exhaust rocker,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:firewall,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:gasket,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:intake screen,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:line,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:lines,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil return line,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:oil return lines,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:primer line,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:propeller,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:rocker box cover screws,3
MAINT_ITEM:engine,HAS_PART,MAINT_ITEM:tabs,3
MAINT_ITEM:engines,HAS_PART,MAINT_ITEM:screws,3
MAINT_ITEM:intakes,HAS_PART,MAINT_ITEM:gaskets,3
MAINT_ITEM:like material,HAS_PART,MAINT_ITEM:patch,3
MAINT_ITEM:oil cooler,HAS_PART,MAINT_ITEM:fitting,3
MAINT_ITEM:propeller,HAS_PART,MAINT_ITEM:propeller cont,3
MAINT_ITEM:rocker,HAS_PART,MAINT_ITEM:push rod,3
ABN_PROC:air noted,ISSUE_ON_ITEM,MAINT_ITEM:cylinder,3
ABN_PROC:back firing,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
ABN_PROC:backfired,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
FAULT:bad,ISSUE_ON_ITEM,MAINT_ITEM:baffle plug,3
FAULT:bad,ISSUE_ON_ITEM,MAINT_ITEM:exhaust valve,3
ABN_PROC:became incredibly rough,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
ABN_PROC:became rough,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
FAULT:broken,ISSUE_ON_ITEM,MAINT_ITEM:baffle rod,3
FAULT:broken,ISSUE_ON_ITEM,MAINT_ITEM:baffling connecting rod,3
FAULT:broken,ISSUE_ON_ITEM,MAINT_ITEM:bolt,3
FAULT:broken,ISSUE_ON_ITEM,MAINT_ITEM:bracket,3
FAULT:broken,ISSUE_ON_ITEM,MAINT_ITEM:cylinder,3
FAULT:broken,ISSUE_ON_ITEM,MAINT_ITEM:standoff,3
ABN_PROC:chafing,ISSUE_ON_ITEM,MAINT_ITEM:baffle tie rod,3
ABN_PROC:chafing,ISSUE_ON_ITEM,MAINT_ITEM:oil cooler line,3
ABN_PROC:coming out,ISSUE_ON_ITEM,MAINT_ITEM:cowling,3
FAULT:crack,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
FAULT:cracked,ISSUE_ON_ITEM,MAINT_ITEM:air intake,3
FAULT:cracked,ISSUE_ON_ITEM,MAINT_ITEM:baffle patch,3
FAULT:cracked,ISSUE_ON_ITEM,MAINT_ITEM:bracket,3
FAULT:cracks,ISSUE_ON_ITEM,MAINT_ITEM:baffling,3
FAULT:damage,ISSUE_ON_ITEM,MAINT_ITEM:housing,3
FAULT:damage,ISSUE_ON_ITEM,MAINT_ITEM:push rod,3
FAULT:damaged,ISSUE_ON_ITEM,MAINT_ITEM:baffle section,3
FAULT:damaged,ISSUE_ON_ITEM,MAINT_ITEM:propeller tip,3
FAULT:dirty,ISSUE_ON_ITEM,MAINT_ITEM:oil coolers,3
FAULT:failed,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
FAULT:failed,ISSUE_ON_ITEM,MAINT_ITEM:valve guide,3
ABN_PROC:high frequency vibration,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
FAULT:inoperable,ISSUE_ON_ITEM,MAINT_ITEM:magneto,3
ABN_PROC:leak,ISSUE_ON_ITEM,MAINT_ITEM:cylinder,3
ABN_PROC:leak,ISSUE_ON_ITEM,MAINT_ITEM:intake tube,3
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:cylinders,3
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:intake pipe gasket,3
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:rocker,3
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:rocker box cover,3
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:rocker drain lines,3
ABN_PROC:leaking,ISSUE_ON_ITEM,MAINT_ITEM:seal,3
ABN_PROC:leaking through,ISSUE_ON_ITEM,"MAINT_ITEM:exhaust valve , two",3
ABN_PROC:leaks,ISSUE_ON_ITEM,MAINT_ITEM:rocker cover gaskets,3
ABN_PROC:leaks,ISSUE_ON_ITEM,MAINT_ITEM:seal,3
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle mounting bracket,3
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle screws,3
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle support bracket,3
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle tab,3
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:baffle tie rod,3
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:clamp,3
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:rocker drain line,3
FAULT:loose,ISSUE_ON_ITEM,MAINT_ITEM:sump,3
FAULT:missing,ISSUE_ON_ITEM,MAINT_ITEM:baffle bracket,3
FAULT:missing,ISSUE_ON_ITEM,MAINT_ITEM:baffle seal,3
FAULT:missing,ISSUE_ON_ITEM,MAINT_ITEM:nut,3
FAULT:missing,ISSUE_ON_ITEM,MAINT_ITEM:rocker covers,3
FAULT:missing,ISSUE_ON_ITEM,MAINT_ITEM:screws,3
ABN_PROC:oversped,ISSUE_ON_ITEM,MAINT_ITEM:propeller,3
ABN_PROC:power reduc,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
FAULT:pulled through,ISSUE_ON_ITEM,MAINT_ITEM:baffle seal rivet,3
ABN_PROC:ran consistantly rough,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
ABN_PROC:rough chopping noise,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
ABN_PROC:rubbing,ISSUE_ON_ITEM,MAINT_ITEM:baffle tie rod,3
ABN_PROC:rubbing,ISSUE_ON_ITEM,MAINT_ITEM:oil return line,3
ABN_PROC:run rough,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
ABN_PROC:seeping,ISSUE_ON_ITEM,MAINT_ITEM:backbone,3
ABN_PROC:seeping,ISSUE_ON_ITEM,MAINT_ITEM:rocker gasket,3
FAULT:sheared,ISSUE_ON_ITEM,MAINT_ITEM:baffle,3
FAULT:sheared,ISSUE_ON_ITEM,MAINT_ITEM:rivet head,3
ABN_PROC:started normally,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
ABN_PROC:sticking,ISSUE_ON_ITEM,MAINT_ITEM:cylinder,3
ABN_PROC:sticking,ISSUE_ON_ITEM,MAINT_ITEM:exhaust valve,3
FAULT:wear,ISSUE_ON_ITEM,MAINT_ITEM:engine mount,3
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:baffle plug hole,3
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:baffle seals,3
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:baffling,3
FAULT:worn,ISSUE_ON_ITEM,MAINT_ITEM:black baffle seal,3
ABN_PROC:wouldn ' t go to full power,ISSUE_ON_ITEM,MAINT_ITEM:engine,3
FAULT:zero,ISSUE_ON_ITEM,MAINT_ITEM:cylinder,3
TECH_OBS:1200 rp,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,3
TECH_OBS:1700 rpm,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,3
TECH_OBS:200-300 rpm,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,3
TECH_OBS:2000 rpm,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,3
TECH_OBS:2720 rpm,OBSERVATION_OF_ITEM,MAINT_ITEM:propeller,3
TECH_OBS:approximately 280,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,3
TECH_OBS:at.031 inches,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,3
TECH_OBS:at.032 inches,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,3
TECH_OBS:at.033 inches,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,3
TECH_OBS:at.035 inches,OBSERVATION_OF_ITEM,MAINT_ITEM:valve guide,3
TECH_OBS:compression ( 30 lbs,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,3
"TECH_OBS:compression , fifty out of",OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,3
TECH_OBS:compression 18/80,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,3
TECH_OBS:compression forty out of,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,3
TECH_OBS:egt,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,3
TECH_OBS:exhaust clearance.033 inches,OBSERVATION_OF_ITEM,MAINT_ITEM:exhaust valve,3
TECH_OBS:exhaust clearnace.035 inches,OBSERVATION_OF_ITEM,MAINT_ITEM:exhaust valve,3
TECH_OBS:forty out of,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,3
TECH_OBS:forty out of,OBSERVATION_OF_ITEM,MAINT_ITEM:exhaust valve,3
TECH_OBS:high rpm,OBSERVATION_OF_ITEM,MAINT_ITEM:propeller,3
TECH_OBS:high rpm,OBSERVATION_OF_ITEM,MAINT_ITEM:propeller cont,3
TECH_OBS:idle override,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,3
TECH_OBS:lower temperature,OBSERVATION_OF_ITEM,MAINT_ITEM:cylinder,3
TECH_OBS:magneto drops,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,3
TECH_OBS:mixture,OBSERVATION_OF_ITEM,MAINT_ITEM:aircraft,3
TECH_OBS:momentary,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,3
TECH_OBS:multiple places,OBSERVATION_OF_ITEM,MAINT_ITEM:baffle,3
TECH_OBS:operating temperature,OBSERVATION_OF_ITEM,MAINT_ITEM:aircraft,3
TECH_OBS:rpm,OBSERVATION_OF_ITEM,MAINT_ITEM:aircraft,3
TECH_OBS:rpm about 2850,OBSERVATION_OF_ITEM,MAINT_ITEM:propeller,3
TECH_OBS:tension,OBSERVATION_OF_ITEM,MAINT_ITEM:alternator belt,3
TECH_OBS:three seconds,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,3
TECH_OBS:three times,OBSERVATION_OF_ITEM,MAINT_ITEM:engine,3
ABN_PROC:became incredibly rough,OCCURS_UNDER_CONTEXT,OP_CTX:during cruise,3
ABN_PROC:became rough,OCCURS_UNDER_CONTEXT,OP_CTX:in flight,3
FAULT:damaged,OCCURS_UNDER_CONTEXT,OP_CTX:on aircraft run up,3
ABN_PROC:does not run,OCCURS_UNDER_CONTEXT,OP_CTX:after start,3
FAULT:inoperable,OCCURS_UNDER_CONTEXT,OP_CTX:in flight,3
ABN_PROC:ran consistantly rough,OCCURS_UNDER_CONTEXT,OP_CTX:after start,3
ABN_PROC:rough chopping noise,OCCURS_UNDER_CONTEXT,OP_CTX:on application of fu,3
ABN_PROC:roughness,OCCURS_UNDER_CONTEXT,OP_CTX:on long final,3
ABN_PROC:run rough,OCCURS_UNDER_CONTEXT,OP_CTX:on start up,3
ABN_PROC:running rough,OCCURS_UNDER_CONTEXT,OP_CTX:during run up,3
ABN_PROC:running rough,OCCURS_UNDER_CONTEXT,OP_CTX:on post run up,3
ABN_PROC:running very rough,OCCURS_UNDER_CONTEXT,OP_CTX:during engine start,3
ABN_PROC:started normally,OCCURS_UNDER_CONTEXT,OP_CTX:60 secs after start,3
ABN_PROC:very rough,OCCURS_UNDER_CONTEXT,OP_CTX:after start,3
ABN_PROC:would not increase,OCCURS_UNDER_CONTEXT,OP_CTX:during run up,3
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,ABN_PROC:chafing,2
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,FAULT:fails,2
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,FAULT:no rise,2
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,FAULT:not hitting,2
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,ABN_PROC:quit,2
ACTION:adjusted,ACTION_ADDRESSES_ISSUE,ABN_PROC:roughness,2
ACTION:applied,ACTION_ADDRESSES_ISSUE,FAULT:loose,2
ACTION:applied,ACTION_ADDRESSES_ISSUE,ABN_PROC:oil leak,2
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,FAULT:cracks,2
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,FAULT:damaged,2
ACTION:cleaned,ACTION_ADDRESSES_ISSUE,ABN_PROC:vibration,2
ACTION:fabricated,ACTION_ADDRESSES_ISSUE,ABN_PROC:chafing,2
ACTION:fabricated,ACTION_ADDRESSES_ISSUE,FAULT:missing,2
ACTION:finished installing,ACTION_ADDRESSES_ISSUE,FAULT:low,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:enlarged,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:high frequency vibration,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:no compression,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:ran rough,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:rough,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:rubbing,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:running rough,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:started running rough,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:sticking,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:timed out,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,FAULT:too large,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:unusually rough,2
ACTION:installed,ACTION_ADDRESSES_ISSUE,ABN_PROC:vibrating,2
ACTION:patched,ACTION_ADDRESSES_ISSUE,FAULT:worn,2
ACTION:reamed,ACTION_ADDRESSES_ISSUE,ABN_PROC:rough running,2
ACTION:reamed,ACTION_ADDRESSES_ISSUE,ABN_PROC:runs rough,2
ACTION:reamed,ACTION_ADDRESSES_ISSUE,FAULT:stuck,2
ACTION:reassembled,ACTION_ADDRESSES_ISSUE,FAULT:failed,2
ACTION:recrimped,ACTION_ADDRESSES_ISSUE,FAULT:loose,2
ACTION:reinstalled,ACTION_ADDRESSES_ISSUE,ABN_PROC:leak,2
ACTION:repair,ACTION_ADDRESSES_ISSUE,FAULT:cracked,2
ACTION:repaired,ACTION_ADDRESSES_ISSUE,FAULT:crack,2
ACTION:repaired,ACTION_ADDRESSES_ISSUE,FAULT:damaged,2
ACTION:replaced,ACTION_ADDRESSES_ISSUE,FAULT:burnt,2
ACTION:replaced,ACTION_ADDRESSES_ISSUE,ABN_PROC:idles very irratically,2
ACTION:replaced,ACTION_ADDRESSES_ISSUE,FAULT:inoperable,2
ACTION:replaced,ACTION_ADDRESSES_ISSUE,FAULT:not connected,2
ACTION:replaced,ACTION_ADDRESSES_ISSUE,ABN_PROC:seeping,2
ACTION:replaced,ACTION_ADDRESSES_ISSUE,ABN_PROC:vibration,2
ACTION:replaced,ACTION_ADDRESSES_ISSUE,FAULT:zero,2
ACTION:repositioned,ACTION_ADDRESSES_ISSUE,ABN_PROC:rubbing,2
ACTION:rescured,ACTION_ADDRESSES_ISSUE,FAULT:loose,2
ACTION:resealed,ACTION_ADDRESSES_ISSUE,ABN_PROC:leak,2
ACTION:resecured,ACTION_ADDRESSES_ISSUE,FAULT:torn,2
ACTION:riveted,ACTION_ADDRESSES_ISSUE,FAULT:worn,2
ACTION:secured,ACTION_ADDRESSES_ISSUE,FAULT:missing,2
ACTION:staked,ACTION_ADDRESSES_ISSUE,FAULT:no compression,2
ACTION:started installation,ACTION_ADDRESSES_ISSUE,FAULT:low,2
ACTION:straightened,ACTION_ADDRESSES_ISSUE,FAULT:bent,2
ACTION:tightened,ACTION_ADDRESSES_ISSUE,FAULT:missing,2
ACTION:tightened down,ACTION_ADDRESSES_ISSUE,FAULT:loose,2
ACTION:torqued,ACTION_ADDRESSES_ISSUE,ABN_PROC:running rough,2
ACTION:began performing,ACTION_FOLLOWS_REFERENCE,REFERENCE:lycoming,2
ACTION:check,ACTION_FOLLOWS_REFERENCE,REFERENCE:lycom,2
ACTION:finished installing,ACTION_FOLLOWS_REFERENCE,REFERENCE:lycoming overh,2
ACTION:installed,ACTION_FOLLOWS_REFERENCE,REFERENCE:standard reference manual,2
ACTION:preserved,ACTION_FOLLOWS_REFERENCE,REFERENCE:lycoming operations manual,2
ACTION:reamed,ACTION_FOLLOWS_REFERENCE,REFERENCE:lycoming,2
ACTION:replaced,ACTION_FOLLOWS_REFERENCE,REFERENCE:lycoming,2
ACTION:changed,ACTION_INVESTIGATES_ISSUE,FAULT:failed,2
ACTION:check,ACTION_INVESTIGATES_ISSUE,FAULT:low,2
ACTION:checked,ACTION_INVESTIGATES_ISSUE,FAULT:missing,2
ACTION:complied,ACTION_INVESTIGATES_ISSUE,ABN_PROC:overspeed,2
ACTION:compression check,ACTION_INVESTIGATES_ISSUE,ABN_PROC:roughness,2
ACTION:compression check,ACTION_INVESTIGATES_ISSUE,ABN_PROC:runs rough,2
ACTION:compressions,ACTION_INVESTIGATES_ISSUE,ABN_PROC:overspeed,2
ACTION:confirmed,ACTION_INVESTIGATES_ISSUE,ABN_PROC:rough,2
ACTION:confirmed,ACTION_INVESTIGATES_ISSUE,ABN_PROC:running rough,2
ACTION:downloaded,ACTION_INVESTIGATES_ISSUE,ABN_PROC:exceeded,2
ACTION:downloaded,ACTION_INVESTIGATES_ISSUE,ABN_PROC:oversped,2
ACTION:found,ACTION_INVESTIGATES_ISSUE,FAULT:no compression,2
ACTION:further inspection,ACTION_INVESTIGATES_ISSUE,FAULT:cracked,2
ACTION:ground run,ACTION_INVESTIGATES_ISSUE,ABN_PROC:died,2
ACTION:ground run,ACTION_INVESTIGATES_ISSUE,FAULT:failed,2
ACTION:ground run,ACTION_INVESTIGATES_ISSUE,ABN_PROC:shut down,2
ACTION:hand spun,ACTION_INVESTIGATES_ISSUE,ABN_PROC:runs rough,2
ACTION:inspected,ACTION_INVESTIGATES_ISSUE,FAULT:broken,2
ACTION:inspected,ACTION_INVESTIGATES_ISSUE,FAULT:burnt,2
ACTION:inspected,ACTION_INVESTIGATES_ISSUE,FAULT:damaged,2
ACTION:inspected,ACTION_INVESTIGATES_ISSUE,ABN_PROC:leak,2
ACTION:inspected,ACTION_INVESTIGATES_ISSUE,FAULT:low,2
ACTION:inspected,ACTION_INVESTIGATES_ISSUE,FAULT:nicked,2
ACTION:inspected,ACTION_INVESTIGATES_ISSUE,FAULT:no compression,2
ACTION:inspected,ACTION_INVESTIGATES_ISSUE,ABN_PROC:oil leak,2
ACTION:inspected,ACTION_INVESTIGATES_ISSUE,ABN_PROC:rubbing,2
ACTION:inspection,ACTION_INVESTIGATES_ISSUE,FAULT:crack,2
ACTION:inspection,ACTION_INVESTIGATES_ISSUE,ABN_PROC:overspeed,2
ACTION:install,ACTION_INVESTIGATES_ISSUE,ABN_PROC:leaking,2
ACTION:installed,ACTION_INVESTIGATES_ISSUE,FAULT:low,2
ACTION:leak check,ACTION_INVESTIGATES_ISSUE,ABN_PROC:ran rough,2
ACTION:leak check,ACTION_INVESTIGATES_ISSUE,ABN_PROC:rough,2
ACTION:leak check,ACTION_INVESTIGATES_ISSUE,ABN_PROC:rpm dropped,2
ACTION:leak check,ACTION_INVESTIGATES_ISSUE,ABN_PROC:seeping,2
ACTION:leak checked,ACTION_INVESTIGATES_ISSUE,ABN_PROC:leaking,2
ACTION:leak checked,ACTION_INVESTIGATES_ISSUE,ABN_PROC:seeping,2
ACTION:magneto check,ACTION_INVESTIGATES_ISSUE,FAULT:no tem,2
ACTION:maintenance flight,ACTION_INVESTIGATES_ISSUE,ABN_PROC:leak,2
ACTION:mixture check,ACTION_INVESTIGATES_ISSUE,FAULT:fails,2
ACTION:operations,ACTION_INVESTIGATES_ISSUE,FAULT:cracked,2
ACTION:operations,ACTION_INVESTIGATES_ISSUE,FAULT:no compression,2
ACTION:operations,ACTION_INVESTIGATES_ISSUE,ABN_PROC:rpm dropped,2
ACTION:operations,ACTION_INVESTIGATES_ISSUE,ABN_PROC:runs rough,2
ACTION:operations check,ACTION_INVESTIGATES_ISSUE,FAULT:inoperable,2
ACTION:operations check,ACTION_INVESTIGATES_ISSUE,FAULT:red x,2
ACTION:operations checked,ACTION_INVESTIGATES_ISSUE,ABN_PROC:died,2
ACTION:operations checked,ACTION_INVESTIGATES_ISSUE,ABN_PROC:ran rough,2
ACTION:overspeed inspection,ACTION_INVESTIGATES_ISSUE,ABN_PROC:overspeed,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:died,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:does not run,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,FAULT:fails,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,FAULT:high,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,FAULT:no egt,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:rough chopping noise,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:roughness,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:running extremely rough,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:runs rough,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:shutdown,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:sputtering,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:started running rough,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:sticking,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:very rough,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:vibrated,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:vibrating,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:vibrations,2
ACTION:ran,ACTION_INVESTIGATES_ISSUE,ABN_PROC:would not increase,2
ACTION:ran up,ACTION_INVESTIGATES_ISSUE,ABN_PROC:leaking,2
ACTION:ran up,ACTION_INVESTIGATES_ISSUE,ABN_PROC:roughness,2
ACTION:ran up,ACTION_INVESTIGATES_ISSUE,ABN_PROC:rpm dropped,2
ACTION:ran up,ACTION_INVESTIGATES_ISSUE,ABN_PROC:shutdown,2
ACTION:ran up,ACTION_INVESTIGATES_ISSUE,ABN_PROC:would sputter,2
ACTION:rechecked,ACTION_INVESTIGATES_ISSUE,FAULT:low,2
ACTION:run up,ACTION_INVESTIGATES_ISSUE,ABN_PROC:leaking,2
ACTION:run up,ACTION_INVESTIGATES_ISSUE,ABN_PROC:roughness,2
ACTION:run up leak check,ACTION_INVESTIGATES_ISSUE,FAULT:low,2
ACTION:safetied,ACTION_INVESTIGATES_ISSUE,ABN_PROC:leaking,2
ACTION:serviced,ACTION_INVESTIGATES_ISSUE,FAULT:low,2
ACTION:started,ACTION_INVESTIGATES_ISSUE,ABN_PROC:died,2
ACTION:started,ACTION_INVESTIGATES_ISSUE,ABN_PROC:roughness,2
ACTION:started,ACTION_INVESTIGATES_ISSUE,ABN_PROC:will not start,2
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:overspeed,2
ACTION:verified,ACTION_INVESTIGATES_ISSUE,ABN_PROC:runs rough,2
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:baffle,2
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:mixture control,2
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:oil return line,2
ACTION:adjusted,ACTION_ON_ITEM,MAINT_ITEM:tie rod,2
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:baffle,2
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:black silicone,2
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:engines would vibrate viol,2
ACTION:applied,ACTION_ON_ITEM,MAINT_ITEM:rtv,2
ACTION:assisted,ACTION_ON_ITEM,MAINT_ITEM:start,2
ACTION:began installing,ACTION_ON_ITEM,MAINT_ITEM:baffles,2
ACTION:bore scoped,ACTION_ON_ITEM,MAINT_ITEM:cylinder,2
ACTION:borescoped,ACTION_ON_ITEM,MAINT_ITEM:engine,2
ACTION:borescoped,ACTION_ON_ITEM,MAINT_ITEM:exhaust valve,2
ACTION:capped,ACTION_ON_ITEM,MAINT_ITEM:lines,2
ACTION:changed,ACTION_ON_ITEM,MAINT_ITEM:oil,2
ACTION:check,ACTION_ON_ITEM,MAINT_ITEM:cylinder,2
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:exhaust valves,2
ACTION:checked,ACTION_ON_ITEM,MAINT_ITEM:valve,2
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:aircraft,2
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:baffle,2
ACTION:cleaned,ACTION_ON_ITEM,MAINT_ITEM:baffling,2
